,State,County,2022_Median_AQI,2021_Median_AQI,2020_Median_AQI,2019_Median_AQI,2018_Median_AQI,2017_Median_AQI,2016_Median_AQI,2015_Median_AQI,2014_Median_AQI,2013_Median_AQI,2012_Median_AQI,2011_Median_AQI,2010_Median_AQI,2009_Median_AQI,2008_Median_AQI,2007_Median_AQI,2006_Median_AQI,2005_Median_AQI,2004_Median_AQI,2003_Median_AQI,2002_Median_AQI,2001_Median_AQI,2000_Median_AQI,1999_Median_AQI,1998_Median_AQI,1997_Median_AQI,1996_Median_AQI,1995_Median_AQI,1994_Median_AQI,1993_Median_AQI,1992_Median_AQI,1991_Median_AQI,1990_Median_AQI,1989_Median_AQI,1988_Median_AQI,1987_Median_AQI,1986_Median_AQI,1985_Median_AQI,1984_Median_AQI,1983_Median_AQI,1982_Median_AQI,1981_Median_AQI,1980_Median_AQI
0,Alabama,Baldwin,40.0,35.0,36.0,37.0,35.0,36.0,37.0,38.0,38.0,36.0,38.0,42.0,43.0,36.0,37.0,43.0,46.0,46.0,43.0,41,38.0,43.0,54.0,,,,,,,,,,,,,,,,,,,,
1,Alabama,Barbour,,,,,,,,,,,,,,,,,35.0,47.0,45.0,38,,,,,,,,,,,,,,,,,,,,,,,
2,Alabama,Clay,27.0,27.0,26.0,30.0,27.0,30.0,30.0,32.0,36.0,32.0,35.0,39.0,42.0,33.0,43.0,50.0,48.0,46.0,44.0,44,45.0,46.0,46.0,58.0,54.0,48.0,45.0,42.0,38.0,44.0,25.0,22.0,,,,,,,,,,,
3,Alabama,Colbert,,,,37.0,35.0,37.0,38.0,36.0,37.0,38.0,40.0,42.0,47.0,43.0,43.0,48.0,45.0,46.0,43.0,42,41.0,47.0,58.0,60.0,20.0,16.0,14.0,35.0,42.0,21.0,19.0,20.0,19.0,,,,,,,,,,
4,Alabama,DeKalb,37.0,36.0,36.0,39.0,35.0,39.0,40.0,37.0,38.0,38.0,40.0,40.0,43.0,36.0,43.0,47.0,47.0,43.0,43.0,44,44.0,46.0,51.0,59.0,46.0,37.0,41.0,48.0,38.0,44.0,38.0,41.0,47.0,,,,,,,,,,
5,Alabama,Elmore,37.0,32.0,31.0,39.0,33.0,35.0,40.0,35.0,36.0,36.0,40.0,44.0,43.0,36.0,42.0,45.0,46.0,42.0,42.0,42,42.0,43.0,50.0,45.0,47.0,45.0,44.0,33.0,35.0,44.0,41.0,40.0,45.0,,,,,,,,,,
6,Alabama,Escambia,,,,,,,,,,,,,,,,49.0,52.0,51.0,45.0,47,48.0,46.0,57.0,20.0,25.0,22.0,21.0,24.0,23.0,23.0,24.0,22.0,26.0,,,,,,,,,,
7,Alabama,Etowah,42.0,36.0,34.0,43.0,41.0,45.0,52.0,46.0,38.0,37.0,40.0,41.0,54.0,44.0,49.0,54.0,48.0,47.0,46.0,47,49.0,53.0,59.0,27.0,29.0,24.0,22.0,30.0,29.0,31.0,26.0,31.0,29.0,28.0,33.0,39.0,46.0,45.0,47.0,45.0,48.0,44.0,
8,Alabama,Houston,,,,35.0,35.0,35.0,35.0,33.0,38.0,36.0,38.0,44.0,48.0,38.0,40.0,45.0,46.0,44.0,51.0,48,49.0,52.0,54.0,64.0,26.0,22.0,17.0,24.0,22.0,21.0,20.0,23.0,24.0,24.0,,,,,,,,,
9,Alabama,Jefferson,51.0,51.0,48.0,53.0,50.0,51.0,49.0,48.0,53.0,50.0,52.0,58.0,59.0,55.0,67.0,75.0,79.0,75.0,67.0,69,68.0,77.0,79.0,81.0,46.0,44.0,43.0,46.0,43.0,45.0,43.0,43.0,50.0,46.0,51.0,52.0,50.0,48.0,45.0,50.0,50.0,64.0,50.0
10,Alabama,Lawrence,,21.0,18.0,24.0,23.0,23.0,25.0,27.0,27.0,27.0,28.0,34.0,34.0,29.0,35.0,49.0,46.0,44.0,43.0,44,41.0,44.0,51.0,54.0,52.0,46.0,45.0,43.0,41.0,43.0,37.0,,,,,,,,,,,,
11,Alabama,Limestone,,,,,,,,,,,,,,,,,,,31.0,44,,,,,19.0,15.0,17.0,,,,,,,,,,,,,,,,
12,Alabama,Madison,43.0,41.0,40.0,44.0,41.0,39.0,40.0,38.0,39.0,40.0,43.0,44.0,44.0,39.0,51.0,46.0,45.0,44.0,43.0,44,40.0,44.0,48.0,48.0,41.0,39.0,44.0,41.0,37.0,44.0,38.0,43.0,37.0,38.0,40.0,45.0,,,,43.0,36.0,39.0,56.0
13,Alabama,Marengo,,,,,,,,,,,,,,,,,19.0,19.0,17.0,19,17.0,19.0,21.0,26.0,25.0,20.0,19.0,20.0,22.0,22.0,21.0,22.0,20.0,22.0,,,,,,,,,
14,Alabama,Mobile,42.0,44.0,42.0,43.0,38.0,37.0,42.0,40.0,41.0,39.0,38.0,42.0,40.0,35.0,36.0,42.0,44.0,44.0,42.0,40,42.0,45.0,60.0,59.0,39.0,35.0,39.0,38.0,31.0,36.0,38.0,33.0,41.0,34.0,43.0,43.0,44.0,40.0,44.0,42.0,38.0,48.0,35.0
15,Alabama,Montgomery,41.0,37.0,52.0,52.0,52.0,45.0,42.0,45.0,40.0,39.0,43.0,44.0,50.0,44.0,48.0,53.0,45.0,47.0,43.0,45,43.0,45.0,54.0,51.0,37.0,29.0,31.0,33.0,32.0,31.0,21.0,34.0,43.0,36.0,46.0,51.0,44.0,,,,,,
16,Alabama,Morgan,43.0,39.0,35.0,41.0,37.0,39.0,40.0,38.0,39.0,40.0,42.0,43.0,50.0,48.0,44.0,54.0,50.0,48.0,48.0,48,46.0,46.0,63.0,64.0,22.0,18.0,46.0,22.0,26.0,43.0,21.0,23.0,21.0,21.0,,,,,,27.0,41.0,39.0,47.0
17,Alabama,Pike,,,,,,,,,,,,,,,,,21.0,19.0,18.0,19,17.0,19.0,22.0,19.0,24.0,21.0,18.0,20.0,25.0,19.0,19.0,21.0,20.0,,,,,,,,,,
18,Alabama,Russell,44.0,38.0,36.0,40.0,39.0,44.0,43.0,47.0,40.0,41.0,44.0,46.0,47.0,45.0,52.0,56.0,51.0,48.0,46.0,43,55.0,57.0,61.0,64.0,29.0,23.0,19.0,26.0,23.0,23.0,23.0,23.0,25.0,24.0,,,,,,,,,
19,Alabama,Shelby,41.0,35.0,34.0,42.0,38.0,38.0,41.0,39.0,40.0,39.0,43.0,44.0,46.0,38.0,44.0,50.0,51.0,50.0,45.0,47,48.0,47.0,57.0,59.0,46.0,44.0,44.0,41.0,37.0,40.0,41.0,38.0,42.0,37.0,47.0,47.0,47.0,,,,,,
20,Alabama,Sumter,34.0,29.0,29.0,33.0,29.0,34.0,34.0,40.0,34.0,31.0,,38.0,39.0,31.0,31.0,40.0,42.0,41.0,38.0,39,38.0,43.0,44.0,46.0,37.0,35.0,36.0,37.0,31.0,37.0,39.0,30.0,,,,,,,,,,,
21,Alabama,Talladega,,,,,,33.0,35.0,40.0,37.0,38.0,42.0,47.0,48.0,41.0,49.0,51.0,48.0,41.0,43.0,55,52.0,54.0,59.0,60.0,31.0,23.0,24.0,28.0,27.0,25.0,27.0,27.0,33.0,,,,,,,,,,
22,Alabama,Tuscaloosa,37.0,31.0,31.0,35.0,37.0,52.0,47.0,49.0,36.0,36.0,36.0,38.0,55.0,40.0,40.0,47.0,47.0,47.0,42.0,41,40.0,41.0,56.0,61.0,25.0,21.0,24.0,24.0,23.0,23.0,21.0,22.0,27.0,26.0,,,,,,,44.0,42.0,38.0
23,Alabama,Walker,,,,,,,,,,,,43.0,45.0,39.0,48.0,53.0,53.0,52.0,49.0,52,41.0,,56.0,60.0,19.0,18.0,19.0,23.0,21.0,23.0,22.0,23.0,23.0,,,,,,,,,,
24,Alaska,Aleutians East ,,10.0,8.0,10.0,10.0,9.0,8.0,10.0,9.0,9.0,10.0,11.0,8.0,10.0,8.0,10.0,10.0,8.0,9.0,10,11.0,10.0,,,,,,,,,,,,,,,,,,,,,
25,Alaska,Anchorage ,21.0,22.0,22.0,27.0,24.0,22.0,31.0,28.0,28.0,24.0,31.0,29.0,32.0,29.0,19.0,21.0,21.0,21.0,24.0,24,30.0,28.0,28.0,33.0,33.0,38.0,41.0,38.0,43.0,43.0,52.0,44.0,44.0,40.0,44.0,43.0,48.0,38.0,45.0,51.0,49.0,45.0,45.0
26,Alaska,Denali ,38.0,33.0,33.0,36.0,35.0,34.0,33.0,34.0,31.0,32.0,32.0,34.0,33.0,34.0,31.0,33.0,34.0,32.0,30.0,33,33.0,34.0,28.0,31.0,33.0,36.0,31.0,30.0,31.0,31.0,31.0,30.0,31.0,30.0,31.0,30.0,,,,,,,
27,Alaska,Fairbanks North Star ,39.0,35.0,33.0,38.0,34.0,38.0,37.0,54.0,52.0,44.0,38.0,38.0,36.0,35.0,23.0,32.0,32.0,23.0,24.0,23,30.0,31.0,32.0,30.0,34.0,28.0,30.0,33.0,32.0,35.0,33.0,33.0,36.0,33.0,36.0,34.0,47.0,62.0,45.0,38.0,24.0,28.0,33.0
28,Alaska,Juneau ,14.0,15.0,14.0,20.0,23.0,15.0,20.0,21.0,24.0,19.0,21.0,23.0,26.0,22.0,17.0,17.0,22.0,20.0,22.0,20,19.0,17.0,18.0,9.0,9.0,9.0,12.0,13.0,14.0,17.0,14.0,19.0,21.0,22.0,13.0,13.0,18.0,,,,,,
29,Alaska,Kenai Peninsula ,,7.0,8.0,8.0,8.0,6.0,7.0,5.0,9.0,7.0,9.0,8.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5,6.0,3.0,,,,,,,,,,7.0,9.0,7.0,2.0,,,,,,,,
30,Alaska,Matanuska-Susitna ,10.0,12.0,13.0,19.0,27.0,30.0,33.0,29.0,30.0,22.0,31.0,31.0,13.0,15.0,16.0,13.0,12.0,20.0,9.0,10,18.0,18.0,17.0,16.0,12.0,,,,,,,,,,,,,,,,,,
31,Arizona,Apache,11.0,14.0,14.0,10.0,12.0,14.0,13.0,11.0,14.0,12.0,17.0,14.0,14.0,19.0,25.0,25.0,20.0,24.0,19.0,19,10.0,14.0,15.0,,,,,,,,41.0,42.0,41.0,43.0,40.0,45.0,5.0,7.0,4.0,3.0,5.0,6.0,
32,Arizona,Cochise,45.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0,47.0,48.0,48.0,47.0,45.0,45.0,46.0,45.0,46.0,46.0,45.0,49,46.0,44.0,46.0,47.0,47.0,44.0,44.0,45.0,46.0,44.0,43.0,45.0,44.0,44.0,29.0,50.0,76.0,34.0,3.0,3.0,26.0,34.0,30.0
33,Arizona,Coconino,47.0,45.0,44.0,45.0,45.0,45.0,44.0,44.0,44.0,46.0,46.0,47.0,46.0,46.0,47.0,49.0,48.0,47.0,47.0,48,49.0,46.0,47.0,49.0,48.0,46.0,47.0,48.0,48.0,44.0,44.0,45.0,46.0,42.0,16.0,18.0,22.0,40.0,6.0,37.0,41.0,37.0,40.0
34,Arizona,Gila,48.0,45.0,44.0,48.0,47.0,44.0,44.0,43.0,45.0,49.0,54.0,48.0,44.0,48.0,51.0,55.0,50.0,58.0,51.0,67,58.0,30.0,32.0,51.0,32.0,33.0,23.0,23.0,23.0,23.0,23.0,21.0,24.0,29.0,28.0,38.0,54.0,54.0,,,,,
35,Arizona,Graham,,,,,,,,,,,,,,,,19.0,19.0,20.0,13.0,19,21.0,19.0,24.0,31.0,,22.0,33.0,30.0,22.0,23.0,29.0,22.0,23.0,36.0,36.0,29.0,31.0,40.0,,,,,
36,Arizona,Maricopa,74.0,122.0,112.0,65.0,71.0,71.0,64.0,64.0,67.0,67.0,70.0,68.0,61.0,62.0,65.0,77.0,83.0,78.0,67.0,74,80.0,80.0,97.0,101.0,86.0,80.0,76.0,74.0,71.0,65.0,74.0,67.0,67.0,74.0,72.0,77.0,81.0,87.0,97.0,76.0,75.0,81.0,79.0
37,Arizona,Mohave,18.0,19.0,18.0,14.0,18.0,17.0,18.0,17.0,18.0,18.0,19.0,15.0,14.0,20.0,22.0,23.0,22.0,19.0,18.0,20,23.0,24.0,31.0,28.0,22.0,21.0,21.0,,,,18.0,15.0,,,,,,,,,,,
38,Arizona,Navajo,43.0,44.0,43.0,44.0,44.0,44.0,43.0,39.0,44.0,46.0,45.0,46.0,44.0,44.0,47.0,46.0,45.0,44.0,45.0,48,32.0,13.0,12.0,15.0,13.0,15.0,11.0,14.0,13.0,15.0,18.0,16.0,19.0,18.0,18.0,19.0,23.0,,,,,,
39,Arizona,Pima,48.0,53.0,53.0,47.0,49.0,53.0,49.0,45.0,48.0,49.0,51.0,50.0,49.0,48.0,49.0,50.0,50.0,49.0,47.0,52,49.0,47.0,51.0,57.0,49.0,49.0,51.0,51.0,55.0,52.0,53.0,55.0,59.0,61.0,52.0,53.0,61.0,67.0,69.0,74.0,81.0,80.0,83.0
40,Arizona,Pinal,66.0,69.0,72.0,63.0,67.0,75.0,69.0,63.0,71.0,69.0,75.0,83.0,69.0,77.0,105.0,108.0,132.0,50.0,47.0,58,51.0,51.0,32.0,32.0,,,,,,,,,,,,,,,,,,,
41,Arizona,Santa Cruz,32.0,43.0,34.0,31.0,31.0,33.0,38.0,30.0,34.0,36.0,41.0,44.0,42.0,46.0,51.0,52.0,55.0,49.0,46.0,43,47.0,42.0,50.0,52.0,33.0,30.0,29.0,30.0,29.0,35.0,44.0,43.0,38.0,49.0,54.0,51.0,57.0,49.0,,,,,
42,Arizona,Yavapai,42.0,44.0,45.0,43.0,43.0,46.0,40.0,41.0,44.0,44.0,45.0,44.0,42.0,43.0,25.0,18.0,14.0,18.0,49.0,49,54.0,50.0,48.0,61.0,67.0,58.0,67.0,18.0,18.0,18.0,17.0,15.0,15.0,,,,,,14.0,5.0,34.0,36.0,47.0
43,Arizona,Yuma,46.0,46.0,44.0,45.0,45.0,45.0,46.0,43.0,47.0,44.0,46.0,40.0,40.0,43.0,45.0,48.0,50.0,46.0,43.0,44,41.0,40.0,38.0,42.0,49.0,44.0,51.0,37.0,30.0,0.0,24.0,42.0,40.0,44.0,48.0,46.0,45.0,31.0,5.0,3.0,30.0,28.0,29.0
44,Arkansas,Arkansas,28.0,30.0,27.0,30.0,33.0,30.0,33.0,34.0,34.0,35.0,41.0,45.0,48.0,38.0,43.0,47.0,46.0,53.0,45.0,50,41.0,51.0,56.0,66.0,,19.0,21.0,22.0,24.0,24.0,22.0,22.0,24.0,26.0,25.0,26.0,29.0,19.0,,,,,
45,Arkansas,Ashley,27.0,31.0,28.0,33.0,29.0,33.0,34.0,31.0,33.0,33.0,39.0,45.0,45.0,38.0,41.0,45.0,52.0,54.0,43.0,49,43.0,53.0,56.0,65.0,,23.0,22.0,25.0,24.0,24.0,22.0,23.0,26.0,31.0,,,,,,,,,
46,Arkansas,Clark,36.0,32.0,29.0,32.0,31.0,34.0,34.0,33.0,33.0,33.0,35.0,35.0,35.0,32.0,31.0,33.0,35.0,40.0,33.0,35,36.0,40.0,39.0,41.0,40.0,37.0,36.0,42.0,36.0,37.0,38.0,37.0,39.0,,,,,,,,,,
47,Arkansas,Craighead,,,,30.0,35.0,,,,,,,,,,,,,,,49,40.0,52.0,55.0,59.0,,18.0,23.0,21.0,21.0,20.0,22.0,20.0,22.0,29.0,,,,,,,,,
48,Arkansas,Crittenden,32.0,40.0,38.0,40.0,40.0,42.0,39.0,36.0,37.0,38.0,41.0,44.0,42.0,37.0,40.0,44.0,44.0,45.0,40.0,42,38.0,44.0,42.0,44.0,40.0,40.0,39.0,42.0,37.0,35.0,33.0,38.0,24.0,23.0,,,,,,,,,
49,Arkansas,Faulkner,,,,,,,,,,,40.0,43.0,45.0,39.0,45.0,44.0,46.0,52.0,48.0,52,45.0,51.0,56.0,,,,,,,,,,,,,,,,,,,,
50,Arkansas,Garland,33.0,34.0,29.0,38.0,31.0,34.0,36.0,34.0,35.0,36.0,43.0,45.0,45.0,39.0,41.0,46.0,46.0,52.0,43.0,46,36.0,54.0,51.0,48.0,,19.0,19.0,21.0,18.0,19.0,18.0,17.0,18.0,22.0,,,,,,,,,
51,Arkansas,Jefferson,,,,,,,,,,,,,,,,,,,,48,46.0,54.0,56.0,52.0,,19.0,19.0,19.0,21.0,19.0,19.0,17.0,18.0,20.0,,,,,,,,,
52,Arkansas,Marion,,,,,,,,,,,,,,,,,,,,35,35.0,31.0,42.0,45.0,,11.0,16.0,16.0,16.0,14.0,15.0,14.0,15.0,16.0,,,,,,,,,
53,Arkansas,Miller,,,,,,,,,,,,,,,,,,,,46,48.0,54.0,52.0,49.0,,19.0,20.0,22.0,19.0,19.0,19.0,19.0,21.0,21.0,,,,,,,,,
54,Arkansas,Mississippi,,,,,,,,,,,,,,,,,,53.0,43.0,45,43.0,48.0,57.0,,,,,,,,3.0,74.0,20.0,10.0,,,,,,,,,
55,Arkansas,Montgomery,,,,,,,,,,,,,,,,,,,30.0,32,33.0,33.0,34.0,34.0,33.0,31.0,34.0,36.0,33.0,31.0,28.0,19.0,,,,,,,,,,,
56,Arkansas,Newton,39.0,36.0,35.0,36.0,35.0,38.0,37.0,35.0,36.0,37.0,42.0,41.0,39.0,38.0,39.0,42.0,44.0,41.0,40.0,44,41.0,43.0,43.0,44.0,43.0,42.0,41.0,39.0,41.0,37.0,32.0,23.0,,,,,,,,,,,
57,Arkansas,Phillips,,,,,,,,,,,36.0,42.0,46.0,38.0,42.0,48.0,44.0,51.0,42.0,50,42.0,50.0,54.0,55.0,,20.0,21.0,21.0,21.0,23.0,24.0,18.0,21.0,22.0,,,,,,,,,
58,Arkansas,Polk,36.0,38.0,36.0,39.0,38.0,40.0,40.0,38.0,38.0,42.0,44.0,45.0,43.0,40.0,42.0,44.0,45.0,43.0,40.0,43,40.0,47.0,51.0,46.0,,18.0,19.0,22.0,19.0,20.0,18.0,21.0,20.0,19.0,,,,,,,,,
59,Arkansas,Pope,,,,,,,,,,,34.0,48.0,44.0,43.0,43.0,49.0,48.0,53.0,42.0,48,44.0,50.0,55.0,60.0,,19.0,20.0,20.0,22.0,19.0,20.0,18.0,18.0,25.0,,,,,,,,,
60,Arkansas,Pulaski,43.0,47.0,42.0,45.0,43.0,44.0,44.0,44.0,44.0,49.0,53.0,54.0,55.0,48.0,52.0,54.0,54.0,60.0,53.0,56,53.0,58.0,62.0,47.0,40.0,41.0,40.0,42.0,40.0,38.0,40.0,39.0,41.0,41.0,42.0,44.0,42.0,39.0,40.0,41.0,37.0,43.0,38.0
61,Arkansas,Sebastian,,,,,,,,,,,,48.0,46.0,42.0,41.0,45.0,44.0,54.0,50.0,44,48.0,52.0,52.0,54.0,,19.0,24.0,24.0,20.0,20.0,21.0,23.0,21.0,24.0,,,,,,,,,
62,Arkansas,Union,32.0,36.0,34.0,35.0,37.0,39.0,35.0,33.0,35.0,35.0,45.0,45.0,47.0,40.0,43.0,49.0,45.0,55.0,44.0,45,45.0,50.0,54.0,54.0,,19.0,20.0,20.0,22.0,20.0,20.0,19.0,22.0,23.0,,,,,,,,,
63,Arkansas,Washington,38.0,41.0,39.0,43.0,42.0,44.0,38.0,37.0,39.0,42.0,43.0,43.0,40.0,38.0,37.0,35.0,30.0,,39.0,40,45.0,47.0,50.0,52.0,,19.0,20.0,23.0,21.0,19.0,19.0,19.0,19.0,25.0,,,,,,,,,
64,Arkansas,White,,,,,,,,,,,,45.0,48.0,39.0,38.0,44.0,47.0,53.0,48.0,47,46.0,50.0,56.0,,,17.0,17.0,21.0,19.0,19.0,19.0,19.0,20.0,23.0,,,,,,,,,
65,California,Alameda,41.0,45.0,43.0,41.0,51.0,49.0,44.0,46.0,43.0,50.0,41.0,44.0,43.0,49.0,51.0,38.0,45.0,43.0,43.0,39,40.0,40.0,39.0,41.0,38.0,38.0,40.0,38.0,39.0,38.0,38.0,40.0,38.0,44.0,47.0,40.0,44.0,47.0,42.0,38.0,39.0,43.0,40.0
66,California,Amador,35.0,37.0,37.0,39.0,40.0,38.0,37.0,41.0,42.0,38.0,40.0,38.0,35.0,38.0,45.0,38.0,37.0,38.0,41.0,41,42.0,40.0,44.0,45.0,37.0,40.0,41.0,42.0,44.0,42.0,48.0,,,,,,,,,,,,
67,California,Butte,43.0,48.0,51.0,46.0,54.0,57.0,52.0,52.0,52.0,54.0,53.0,55.0,47.0,50.0,52.0,49.0,56.0,47.0,51.0,58,64.0,56.0,44.0,44.0,36.0,34.0,38.0,39.0,45.0,38.0,38.0,44.0,40.0,44.0,44.0,47.0,41.0,42.0,38.0,34.0,38.0,33.0,38.0
68,California,Calaveras,38.0,44.0,44.0,42.0,53.0,51.0,44.0,45.0,44.0,45.0,44.0,46.0,41.0,41.0,45.0,42.0,42.0,43.0,45.0,44,47.0,44.0,38.0,48.0,43.0,43.0,42.0,43.0,77.0,,,,,,,,,,,,,,
69,California,Colusa,40.0,46.0,38.0,39.0,42.0,40.0,43.0,46.0,44.0,41.0,49.0,43.0,38.0,44.0,47.0,41.0,45.0,44.0,40.0,38,41.0,42.0,36.0,44.0,37.0,39.0,38.0,40.0,43.0,37.0,37.0,35.0,31.0,28.0,25.0,67.0,49.0,44.0,67.0,44.0,43.0,35.0,16.0
70,California,Contra Costa,42.0,42.0,41.0,40.0,48.0,46.0,40.0,44.0,45.0,46.0,39.0,39.0,39.0,40.0,42.0,40.0,41.0,40.0,40.0,44,43.0,43.0,43.0,41.0,37.0,37.0,40.0,39.0,41.0,43.0,40.0,44.0,44.0,47.0,47.0,47.0,47.0,46.0,43.0,44.0,46.0,44.0,47.0
71,California,Del Norte,23.0,23.0,32.0,20.0,25.0,20.0,20.0,15.0,12.0,13.0,10.0,13.0,12.0,12.0,14.0,12.0,12.0,13.0,12.0,12,15.0,14.0,14.0,14.0,13.0,18.0,16.0,30.0,31.0,29.0,31.0,28.0,30.0,25.0,28.0,27.0,,,,,,,
72,California,El Dorado,43.0,43.0,43.0,43.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,42.0,42.0,44.0,47.0,44.0,43.0,43.0,51.0,54,54.0,58.0,50.0,58.0,48.0,48.0,49.0,50.0,58.0,52.0,59.0,51.0,51.0,64.0,59.0,63.0,61.0,61.0,66.0,62.0,67.0,71.0,50.0
73,California,Fresno,64.0,67.0,74.0,60.0,74.0,74.0,74.0,80.0,81.0,87.0,80.0,80.0,70.0,77.0,84.0,87.0,80.0,72.0,86.0,107,126.0,119.0,112.0,108.0,64.0,71.0,61.0,68.0,64.0,68.0,68.0,79.0,84.0,100.0,100.0,95.0,93.0,100.0,87.0,61.0,77.0,79.0,90.0
74,California,Glenn,40.0,39.0,43.0,40.0,36.0,43.0,43.0,44.0,41.0,44.0,43.0,44.0,42.0,42.0,46.0,44.0,41.0,37.0,37.0,40,43.0,43.0,40.0,44.0,41.0,38.0,40.0,44.0,40.0,37.0,44.0,37.0,33.0,23.0,30.0,60.0,49.0,46.0,48.0,44.0,47.0,32.0,37.0
75,California,Humboldt,23.0,28.0,29.0,27.0,34.0,35.0,35.0,36.0,43.0,35.0,36.0,35.0,29.0,28.0,28.0,29.0,28.0,24.0,27.0,26,8.0,6.0,28.0,27.0,12.0,18.0,15.0,18.0,20.0,,19.0,15.0,14.0,11.0,27.0,30.0,42.0,,,,,,
76,California,Imperial,57.0,58.0,58.0,58.0,62.0,61.0,60.0,63.0,67.0,56.0,52.0,49.0,53.0,55.0,53.0,58.0,62.0,61.0,61.0,61,67.0,65.0,59.0,77.0,76.0,87.0,74.0,76.0,87.0,62.0,54.0,42.0,38.0,38.0,44.0,37.0,37.0,46.0,23.0,34.0,37.0,46.0,48.0
77,California,Inyo,50.0,58.0,52.0,47.0,48.0,48.0,44.0,48.0,47.0,46.0,48.0,51.0,44.0,48.0,49.0,51.0,51.0,51.0,57.0,51,60.0,58.0,50.0,58.0,50.0,46.0,44.0,39.0,51.0,38.0,42.0,22.0,23.0,37.0,34.0,33.0,20.0,,,,,38.0,37.0
78,California,Kern,57.0,84.0,81.0,67.0,84.0,84.0,80.0,84.0,97.0,89.0,84.0,84.0,79.0,96.0,107.0,101.0,100.0,93.0,113.0,118,125.0,108.0,111.0,108.0,67.0,74.0,74.0,86.0,81.0,89.0,84.0,89.0,100.0,100.0,101.0,79.0,89.0,89.0,61.0,61.0,68.0,74.0,74.0
79,California,Kings,67.0,61.0,67.0,56.0,69.0,70.0,70.0,71.0,71.0,77.0,66.0,71.0,70.0,71.0,80.0,77.0,52.0,48.0,55.0,56,64.0,56.0,70.0,64.0,46.0,56.0,67.0,46.0,47.0,40.0,38.0,48.0,46.0,49.0,51.0,47.0,39.0,44.0,43.0,48.0,42.0,34.0,37.0
80,California,Lake,16.0,33.0,32.0,31.0,33.0,35.0,33.0,36.0,37.0,33.0,35.0,34.0,35.0,34.0,34.0,32.0,35.0,35.0,35.0,37,37.0,37.0,34.0,32.0,28.0,28.0,28.0,28.0,39.0,29.0,28.0,34.0,27.0,28.0,26.0,30.0,29.0,29.0,31.0,31.0,32.0,28.0,34.0
81,California,Los Angeles,69.0,77.0,83.0,71.0,77.0,77.0,75.0,79.0,80.0,77.0,84.0,80.0,76.0,79.0,84.0,81.0,82.0,82.0,90.0,95,99.0,101.0,99.0,97.0,77.0,95.0,96.0,107.0,107.0,108.0,122.0,116.0,116.0,150.0,168.0,150.0,156.0,150.0,154.0,143.0,151.0,176.0,168.0
82,California,Madera,48.0,56.0,61.0,50.0,56.0,58.0,59.0,63.0,67.0,71.0,64.0,71.0,46.0,40.0,45.0,40.0,39.0,40.0,44.0,46,46.0,46.0,45.0,44.0,40.0,35.0,54.0,43.0,44.0,48.0,44.0,48.0,40.0,54.0,49.0,40.0,62.0,,,,,101.0,
83,California,Marin,33.0,34.0,33.0,33.0,36.0,38.0,32.0,36.0,43.0,40.0,35.0,39.0,38.0,31.0,31.0,30.0,30.0,29.0,29.0,28,30.0,30.0,28.0,32.0,30.0,28.0,31.0,29.0,31.0,31.0,32.0,38.0,32.0,38.0,28.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
84,California,Mariposa,45.0,47.0,47.0,47.0,50.0,49.0,46.0,46.0,49.0,51.0,54.0,48.0,49.0,51.0,55.0,60.0,61.0,57.0,61.0,55,60.0,48.0,48.0,61.0,46.0,47.0,45.0,47.0,50.0,40.0,46.0,41.0,49.0,40.0,46.0,64.0,53.0,,,,,,
85,California,Mendocino,,38.0,34.0,33.0,37.0,39.0,33.0,38.0,38.0,28.0,33.0,39.0,34.0,54.0,31.0,31.0,34.0,32.0,32.0,33,32.0,31.0,30.0,33.0,31.0,29.0,28.0,31.0,31.0,28.0,21.0,22.0,19.0,26.0,31.0,33.0,32.0,29.0,25.0,19.0,28.0,19.0,28.0
86,California,Merced,53.0,50.0,53.0,48.0,51.0,54.0,53.0,58.0,60.0,58.0,53.0,64.0,55.0,49.0,52.0,46.0,44.0,43.0,58.0,71,71.0,61.0,58.0,71.0,45.0,44.0,46.0,49.0,49.0,47.0,47.0,44.0,39.0,39.0,42.0,37.0,34.0,48.0,,,38.0,,
87,California,Modoc,,,,,,,,,,,,,,,,,,,,42,21.0,22.0,25.0,25.0,13.0,19.0,19.0,22.0,26.0,,,,,,,,,,,,,,
88,California,Mono,18.0,21.0,40.0,27.0,23.0,18.0,18.0,14.0,15.0,19.0,17.0,16.0,18.0,17.0,20.0,17.0,15.0,17.0,48.0,48,22.0,36.0,11.0,11.0,20.0,38.0,42.0,42.0,44.0,46.0,44.0,35.0,45.0,37.0,46.0,46.0,47.0,40.0,42.0,37.0,34.0,11.0,24.0
89,California,Monterey,39.0,37.0,36.0,37.0,38.0,39.0,36.0,37.0,37.0,38.0,37.0,37.0,36.0,33.0,36.0,35.0,37.0,35.0,35.0,36,37.0,34.0,36.0,38.0,37.0,35.0,39.0,35.0,35.0,35.0,38.0,44.0,39.0,38.0,30.0,37.0,37.0,38.0,37.0,37.0,34.0,37.0,37.0
