,State,County,2022_Median_AQI,2021_Median_AQI,2020_Median_AQI,2019_Median_AQI,2018_Median_AQI,2017_Median_AQI,2016_Median_AQI,2015_Median_AQI,2014_Median_AQI,2013_Median_AQI,2012_Median_AQI,2011_Median_AQI,2010_Median_AQI,2009_Median_AQI,2008_Median_AQI,2007_Median_AQI,2006_Median_AQI,2005_Median_AQI,2004_Median_AQI,2003_Median_AQI,2002_Median_AQI,2001_Median_AQI,2000_Median_AQI,1999_Median_AQI,1998_Median_AQI,1997_Median_AQI,1996_Median_AQI,1995_Median_AQI,1994_Median_AQI,1993_Median_AQI,1992_Median_AQI,1991_Median_AQI,1990_Median_AQI,1989_Median_AQI,1988_Median_AQI,1987_Median_AQI,1986_Median_AQI,1985_Median_AQI,1984_Median_AQI,1983_Median_AQI,1982_Median_AQI,1981_Median_AQI,1980_Median_AQI
851,Pennsylvania,Westmoreland,37.0,35.0,35.0,38.0,36.0,46.0,45.0,44.0,44.0,48.0,49.0,50.0,52.0,51.0,40.0,40.0,39.0,42.0,38.0,40,42.0,42.0,38.0,40.0,34.0,35.0,36.0,36.0,36.0,37.0,28.0,39.0,32.0,32.0,,,,,,,17.0,27.0,32.0
852,Pennsylvania,York,40.0,43.0,40.0,41.0,40.0,43.0,44.0,48.0,46.0,47.0,52.0,54.0,50.0,47.0,42.0,44.0,42.0,47.0,44.0,43,45.0,46.0,44.0,44.0,39.0,40.0,39.0,39.0,42.0,41.0,39.0,41.0,41.0,39.0,42.0,46.0,43.0,44.0,42.0,46.0,44.0,43.0,44.0
853,Puerto Rico,Barceloneta,,,,,,,,,,,,,,,,,,15.0,16.0,19,19.0,16.0,18.0,18.0,17.0,23.0,19.0,18.0,19.0,19.0,18.0,21.0,22.0,,,,,,,,,,
854,Puerto Rico,Bayamon,14.0,10.0,19.0,18.0,50.0,54.0,22.0,18.0,10.0,9.0,15.0,6.0,9.0,16.0,16.0,23.0,24.0,22.0,18.0,22,25.0,25.0,25.0,27.0,21.0,25.0,16.0,15.0,18.0,22.0,19.0,22.0,23.0,22.0,25.0,34.0,,,,,,,
855,Puerto Rico,Carolina,,,,,,,,,,,,,,,,,,19.0,17.0,19,20.0,19.0,19.0,21.0,20.0,21.0,19.0,19.0,23.0,20.0,19.0,19.0,20.0,,,,,,,,,,
856,Puerto Rico,Catano,23.0,40.0,26.0,34.0,35.0,27.0,22.0,19.0,17.0,19.0,35.0,21.0,23.0,21.0,22.0,22.0,22.0,24.0,22.0,23,28.0,27.0,33.0,22.0,22.0,20.0,23.0,19.0,22.0,,,,,,,,,,,,,,
857,Puerto Rico,Fajardo,19.0,22.0,20.0,22.0,19.0,28.0,22.0,22.0,19.0,19.0,20.0,19.0,19.0,17.0,20.0,20.0,22.0,19.0,19.0,20,21.0,21.0,19.0,19.0,18.0,17.0,20.0,17.0,20.0,21.0,19.0,24.0,18.0,16.0,,,,,,,,,
858,Puerto Rico,Guayama,15.0,21.0,23.0,29.0,,28.0,21.0,20.0,18.0,18.0,19.0,19.0,18.0,17.0,20.0,25.0,24.0,23.0,21.0,22,24.0,27.0,25.0,25.0,20.0,24.0,19.0,19.0,29.0,27.0,19.0,20.0,23.0,20.0,29.0,22.0,,,,,,,
859,Puerto Rico,Guayanilla,,,,,,24.0,23.0,20.0,15.0,19.0,17.0,14.0,,16.0,20.0,24.0,22.0,23.0,20.0,24,27.0,29.0,24.0,29.0,,,,,,,,,,,,,,,,,,,
860,Puerto Rico,Guaynabo,21.0,26.0,24.0,20.0,10.0,11.0,14.0,25.0,25.0,28.0,28.0,24.0,25.0,25.0,29.0,33.0,35.0,35.0,32.0,37,39.0,41.0,37.0,41.0,30.0,31.0,29.0,27.0,30.0,31.0,27.0,31.0,40.0,35.0,42.0,35.0,30.0,42.0,,,,,
861,Puerto Rico,Humacao,,,,,,,,,16.0,15.0,16.0,10.0,,,15.0,20.0,18.0,17.0,16.0,18,19.0,21.0,19.0,16.0,16.0,19.0,,,,,,,,,,,,,,,,,
862,Puerto Rico,Lares,,,,,,,,,,,,,,,,,,,20.0,21,23.0,21.0,22.0,24.0,,,,,,,,,,,,,,,,,,,
863,Puerto Rico,Manati,,,,,,,,,,,,,,,,,,17.0,16.0,19,19.0,19.0,19.0,22.0,19.0,23.0,19.0,18.0,25.0,31.0,19.0,19.0,22.0,,,,,,,,,,
864,Puerto Rico,Mayagnez,32.0,30.0,20.0,25.0,,,,,18.0,20.0,20.0,20.0,,,,25.0,26.0,24.0,25.0,30,29.0,32.0,31.0,36.0,,,,,,,,,,,,,,,,,,,
865,Puerto Rico,Ponce,19.0,27.0,22.0,35.0,50.0,28.0,23.0,23.0,20.0,26.0,22.0,24.0,24.0,21.0,26.0,33.0,35.0,37.0,29.0,29,30.0,30.0,31.0,35.0,22.0,23.0,19.0,20.0,21.0,23.0,24.0,24.0,38.0,38.0,24.0,,,32.0,43.0,42.0,44.0,,
866,Puerto Rico,Rio Grande,,,,,,,,,,,,,,,15.0,16.0,14.0,14.0,13.0,17,19.0,16.0,16.0,17.0,15.0,18.0,15.0,13.0,,,,,,,,,,,,,,,
867,Puerto Rico,San Juan,,7.0,9.0,14.0,,8.0,15.0,13.0,17.0,16.0,18.0,18.0,17.0,17.0,23.0,29.0,31.0,32.0,32.0,39,38.0,39.0,42.0,51.0,44.0,39.0,45.0,42.0,37.0,42.0,41.0,43.0,35.0,40.0,39.0,27.0,45.0,52.0,42.0,49.0,54.0,43.0,
868,Puerto Rico,Vieques,,,,,,,,,,,,,,,,,,,,24,23.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,
869,Rhode Island,Kent,36.0,31.0,31.0,32.0,32.0,30.0,33.0,37.0,34.0,36.0,35.0,39.0,35.0,31.0,37.0,39.0,35.0,41.0,37.0,39,41.0,44.0,38.0,38.0,40.0,40.0,38.0,39.0,39.0,40.0,38.0,44.0,43.0,47.0,45.0,46.0,45.0,48.0,42.0,33.0,36.0,38.0,44.0
870,Rhode Island,Providence,40.0,39.0,40.0,43.0,42.0,40.0,42.0,44.0,42.0,44.0,43.0,44.0,40.0,37.0,43.0,42.0,42.0,45.0,43.0,47,45.0,49.0,46.0,45.0,40.0,40.0,42.0,39.0,41.0,38.0,37.0,40.0,40.0,42.0,43.0,42.0,43.0,47.0,49.0,52.0,51.0,51.0,58.0
871,Rhode Island,Washington,37.0,34.0,32.0,36.0,31.0,33.0,36.0,38.0,35.0,38.0,39.0,37.0,43.0,41.0,44.0,42.0,44.0,44.0,41.0,43,45.0,44.0,40.0,40.0,40.0,41.0,,,,,,,,,,,,,,,,,
872,South Carolina,Abbeville,,,,,,25.0,39.0,32.0,35.0,33.0,41.0,40.0,41.0,34.0,46.0,51.0,48.0,45.0,42.0,44,49.0,50.0,54.0,54.0,54.0,50.0,41.0,44.0,39.0,38.0,36.0,38.0,,,,,,,,,,,
873,South Carolina,Aiken,37.0,36.0,32.0,37.0,42.0,38.0,40.0,38.0,40.0,37.0,36.0,42.0,39.0,38.0,44.0,42.0,41.0,38.0,33.0,28,39.0,42.0,41.0,35.0,40.0,34.0,34.0,29.0,35.0,38.0,33.0,34.0,44.0,33.0,40.0,44.0,37.0,29.0,,,,,
874,South Carolina,Anderson,40.0,38.0,35.0,42.0,35.0,37.0,41.0,38.0,38.0,34.0,41.0,45.0,41.0,35.0,38.0,,41.0,49.0,45.0,47,48.0,49.0,48.0,44.0,46.0,42.0,40.0,38.0,39.0,40.0,37.0,37.0,,,,,,,,,,,
875,South Carolina,Barnwell,,,,,,,,,,,,,,,,40.0,39.0,35.0,35.0,32,36.0,39.0,41.0,38.0,43.0,36.0,31.0,19.0,34.0,38.0,33.0,35.0,44.0,33.0,40.0,37.0,45.0,30.0,,,,,
876,South Carolina,Beaufort,,,,,,,,,,,,,,,,38.0,41.0,47.0,42.0,38,40.0,44.0,48.0,47.0,,,,,,43.0,,,64.0,,40.0,,,,,,32.0,31.0,32.0
877,South Carolina,Berkeley,37.0,34.0,31.0,31.0,33.0,33.0,34.0,33.0,34.0,32.0,35.0,37.0,35.0,30.0,36.0,36.0,36.0,34.0,34.0,36,35.0,36.0,38.0,36.0,39.0,36.0,35.0,32.0,36.0,39.0,33.0,35.0,41.0,38.0,40.0,40.0,40.0,36.0,37.0,37.0,30.0,35.0,40.0
878,South Carolina,Charleston,39.0,40.0,35.0,33.0,33.0,39.0,37.0,35.0,39.0,37.0,43.0,45.0,44.0,44.0,48.0,48.0,52.0,52.0,50.0,47,48.0,51.0,54.0,52.0,38.0,40.0,35.0,35.0,34.0,38.0,36.0,31.0,20.0,26.0,42.0,36.0,16.0,19.0,16.0,11.0,20.0,9.0,
879,South Carolina,Cherokee,,,,,,,41.0,37.0,42.0,40.0,47.0,46.0,40.0,33.0,41.0,39.0,40.0,39.0,34.0,37,39.0,44.0,47.0,46.0,54.0,58.0,48.0,47.0,43.0,41.0,39.0,37.0,36.0,39.0,48.0,,,,,,,,
880,South Carolina,Chester,,,,,,,,,,,,,,,,48.0,44.0,45.0,43.0,42,48.0,49.0,50.0,58.0,58.0,54.0,46.0,50.0,39.0,41.0,39.0,38.0,43.0,37.0,40.0,43.0,41.0,41.0,41.0,44.0,40.0,41.0,47.0
881,South Carolina,Chesterfield,37.0,36.0,34.0,31.0,31.0,38.0,38.0,40.0,43.0,41.0,39.0,43.0,42.0,39.0,41.0,46.0,43.0,43.0,40.0,40,45.0,49.0,50.0,,,,,,,,,,,,,,,,,,,,
882,South Carolina,Colleton,,,,20.0,30.0,36.0,34.0,33.0,35.0,33.0,39.0,43.0,36.0,35.0,37.0,41.0,40.0,37.0,38.0,36,43.0,44.0,48.0,50.0,50.0,41.0,36.0,37.0,32.0,44.0,36.0,36.0,47.0,39.0,,40.0,44.0,37.0,41.0,40.0,41.0,44.0,37.0
883,South Carolina,Darlington,38.0,35.0,32.0,38.0,40.0,39.0,39.0,40.0,41.0,36.0,39.0,44.0,41.0,35.0,45.0,47.0,47.0,41.0,37.0,37,38.0,42.0,42.0,41.0,42.0,41.0,37.0,35.0,39.0,48.0,,,49.0,,44.0,,58.0,,47.0,,41.0,49.0,64.0
884,South Carolina,Edgefield,37.0,35.0,33.0,35.0,34.0,39.0,40.0,34.0,36.0,31.0,39.0,43.0,39.0,37.0,39.0,42.0,41.0,40.0,38.0,36,40.0,43.0,47.0,45.0,44.0,38.0,38.0,37.0,36.0,40.0,34.0,36.0,41.0,35.0,42.0,41.0,38.0,40.0,40.0,41.0,39.0,39.0,54.0
885,South Carolina,Florence,32.0,30.0,28.0,30.0,29.0,29.0,31.0,37.0,45.0,41.0,37.0,44.0,43.0,40.0,47.0,47.0,51.0,47.0,51.0,47,45.0,52.0,53.0,55.0,,,,,,,,,,,,,,,,,,,
886,South Carolina,Georgetown,,,,14.0,15.0,15.0,16.0,15.0,17.0,15.0,17.0,20.0,22.0,23.0,25.0,25.0,30.0,38.0,37.0,35,31.0,30.0,33.0,32.0,30.0,32.0,31.0,29.0,29.0,30.0,30.0,36.0,31.0,29.0,28.0,30.0,30.0,35.0,32.0,31.0,25.0,,
887,South Carolina,Greenville,43.0,45.0,39.0,37.0,36.0,43.0,44.0,44.0,42.0,41.0,44.0,50.0,51.0,49.0,53.0,56.0,59.0,58.0,55.0,54,55.0,56.0,58.0,48.0,30.0,33.0,35.0,38.0,31.0,33.0,33.0,29.0,41.0,35.0,35.0,39.0,37.0,41.0,40.0,44.0,41.0,45.0,48.0
888,South Carolina,Greenwood,,,,,,,,,,,,,,,,51.0,52.0,53.0,51.0,49,50.0,52.0,55.0,55.0,,,,,,,,,,,,,,,,,,,
889,South Carolina,Horry,39.0,38.0,32.0,35.0,37.0,32.0,26.0,,,,,41.0,41.0,22.0,,41.0,43.0,49.0,48.0,44,44.0,46.0,40.0,,,,,,,,,,,,,,,,,46.0,43.0,46.0,47.0
890,South Carolina,Lexington,31.0,35.0,29.0,33.0,32.0,33.0,35.0,35.0,38.0,35.0,41.0,47.0,46.0,43.0,40.0,52.0,44.0,40.0,40.0,33,38.0,44.0,48.0,53.0,37.0,32.0,35.0,35.0,31.0,37.0,33.0,24.0,25.0,29.0,,8.0,9.0,,,,,54.0,58.0
891,South Carolina,Oconee,,,,31.0,31.0,37.0,40.0,37.0,38.0,36.0,42.0,42.0,40.0,38.0,42.0,44.0,43.0,42.0,41.0,42,44.0,44.0,44.0,47.0,42.0,44.0,42.0,41.0,41.0,39.0,34.0,34.0,44.0,36.0,,,,,,,,,
892,South Carolina,Orangeburg,,,,,,,,,,,,,,,,,,,35.0,12,33.0,,,,,,,,,,,,,,,,,,,,,,
893,South Carolina,Pickens,,,,44.0,40.0,41.0,44.0,39.0,40.0,38.0,44.0,47.0,41.0,36.0,45.0,51.0,47.0,44.0,44.0,47,45.0,49.0,61.0,67.0,46.0,48.0,47.0,49.0,40.0,45.0,38.0,38.0,37.0,34.0,44.0,47.0,49.0,44.0,,71.0,46.0,51.0,45.0
894,South Carolina,Richland,40.0,38.0,35.0,34.0,35.0,41.0,44.0,40.0,45.0,41.0,43.0,50.0,47.0,44.0,51.0,55.0,58.0,55.0,56.0,54,56.0,51.0,54.0,53.0,51.0,50.0,43.0,44.0,46.0,52.0,47.0,43.0,48.0,42.0,45.0,46.0,46.0,42.0,45.0,48.0,41.0,44.0,51.0
895,South Carolina,Spartanburg,43.0,41.0,40.0,37.0,38.0,43.0,44.0,42.0,42.0,41.0,45.0,51.0,51.0,46.0,51.0,54.0,56.0,55.0,54.0,54,53.0,55.0,57.0,59.0,41.0,41.0,40.0,37.0,38.0,39.0,30.0,40.0,45.0,,,,,,,,,,
896,South Carolina,Union,,,,,,,,,,,,,,,,50.0,46.0,43.0,43.0,41,47.0,43.0,41.0,41.0,41.0,39.0,37.0,33.0,38.0,44.0,36.0,38.0,43.0,35.0,38.0,44.0,41.0,37.0,42.0,37.0,,,
897,South Carolina,Williamsburg,,,,,,,,,,,,,,,,44.0,40.0,38.0,37.0,37,41.0,40.0,45.0,41.0,45.0,42.0,40.0,40.0,35.0,40.0,37.0,38.0,,,,,,,,,,,
898,South Carolina,York,39.0,40.0,35.0,42.0,36.0,38.0,39.0,33.0,33.0,38.0,41.0,38.0,35.0,31.0,44.0,47.0,40.0,42.0,39.0,39,46.0,45.0,50.0,51.0,47.0,44.0,39.0,44.0,38.0,41.0,31.0,41.0,46.0,41.0,44.0,48.0,38.0,43.0,58.0,,23.0,25.0,23.0
899,South Dakota,Brookings,35.0,38.0,38.0,42.0,36.0,34.0,34.0,36.0,35.0,38.0,38.0,37.0,37.0,33.0,35.0,31.0,31.0,29.0,34.0,35,30.0,33.0,28.0,30.0,19.0,18.0,18.0,19.0,20.0,14.0,19.0,27.0,30.0,22.0,,,,,,,,,
900,South Dakota,Brown,18.0,22.0,23.0,20.0,24.0,23.0,20.0,24.0,23.0,26.0,28.0,25.0,30.0,30.0,29.0,32.0,30.0,33.0,30.0,33,29.0,31.0,30.0,,,,,,,,,,,,,21.0,21.0,26.0,,,,,
901,South Dakota,Codington,37.0,37.0,36.0,25.0,31.0,31.0,24.0,27.0,20.0,36.0,42.0,19.0,21.0,21.0,23.0,23.0,22.0,36.0,38.0,38,,,,,,,,,,,,,,,,,,,,,,,
902,South Dakota,Custer,41.0,39.0,41.0,39.0,41.0,42.0,39.0,39.0,39.0,40.0,43.0,40.0,40.0,37.0,40.0,41.0,44.0,43.0,13.0,11,11.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,
903,South Dakota,Jackson,40.0,33.0,39.0,38.0,41.0,41.0,37.0,38.0,39.0,36.0,36.0,34.0,37.0,33.0,33.0,37.0,40.0,39.0,37.0,30,19.0,17.0,15.0,13.0,17.0,15.0,16.0,15.0,18.0,16.0,33.0,32.0,32.0,33.0,37.0,28.0,,,,,,,
904,South Dakota,Meade,39.0,38.0,38.0,36.0,29.0,30.0,35.0,38.0,36.0,39.0,41.0,38.0,37.0,37.0,39.0,33.0,12.0,13.0,24.0,23,23.0,24.0,,,,,,,,,,,,,,,,,,,,,
905,South Dakota,Minnehaha,37.0,36.0,35.0,36.0,37.0,35.0,38.0,38.0,39.0,43.0,44.0,40.0,41.0,39.0,37.0,36.0,36.0,38.0,29.0,27,28.0,39.0,32.0,36.0,19.0,20.0,17.0,19.0,20.0,15.0,20.0,19.0,15.0,17.0,19.0,19.0,20.0,,,,,,
906,South Dakota,Pennington,30.0,33.0,31.0,30.0,30.0,30.0,30.0,40.0,32.0,37.0,32.0,30.0,28.0,32.0,29.0,31.0,42.0,42.0,44.0,43,44.0,35.0,39.0,37.0,26.0,35.0,34.0,34.0,36.0,22.0,27.0,21.0,25.0,21.0,24.0,27.0,24.0,33.0,,,,,
907,Tennessee,Anderson,43.0,38.0,35.0,44.0,40.0,40.0,43.0,39.0,38.0,38.0,44.0,44.0,44.0,38.0,46.0,54.0,47.0,48.0,44.0,42,49.0,48.0,50.0,64.0,58.0,49.0,51.0,58.0,49.0,61.0,42.0,,,,,,,,,,,,
908,Tennessee,Blount,43.0,41.0,38.0,41.0,40.0,44.0,43.0,40.0,41.0,42.0,44.0,48.0,47.0,42.0,46.0,54.0,50.0,50.0,49.0,49,49.0,50.0,58.0,67.0,53.0,50.0,48.0,50.0,46.0,47.0,43.0,44.0,45.0,44.0,41.0,19.0,74.0,71.0,48.0,,,,
909,Tennessee,Bradley,,,,,,,,,,,12.0,13.0,16.0,11.0,17.0,21.0,21.0,23.0,22.0,22,26.0,25.0,25.0,29.0,27.0,38.0,25.0,26.0,40.0,25.0,21.0,23.0,23.0,24.0,28.0,27.0,26.0,44.0,42.0,44.0,,,
910,Tennessee,Claiborne,36.0,34.0,32.0,35.0,34.0,36.0,38.0,35.0,35.0,36.0,37.0,37.0,37.0,34.0,39.0,44.0,41.0,41.0,36.0,37,40.0,43.0,44.0,44.0,44.0,42.0,33.0,47.0,43.0,39.0,39.0,42.0,44.0,,,,,,,,,,
911,Tennessee,Davidson,44.0,44.0,41.0,45.0,43.0,44.0,44.0,45.0,47.0,45.0,46.0,46.0,50.0,45.0,52.0,56.0,57.0,58.0,53.0,56,55.0,58.0,61.0,60.0,42.0,42.0,42.0,44.0,46.0,39.0,38.0,39.0,43.0,46.0,50.0,53.0,54.0,51.0,63.0,68.0,62.0,62.0,54.0
912,Tennessee,DeKalb,36.0,35.0,33.0,37.0,33.0,36.0,37.0,35.0,35.0,36.0,39.0,38.0,38.0,35.0,39.0,43.0,39.0,39.0,35.0,38,38.0,40.0,42.0,44.0,42.0,42.0,42.0,46.0,41.0,40.0,36.0,42.0,45.0,,29.0,,,,,,,,
913,Tennessee,Dyer,27.0,29.0,23.0,26.0,29.0,29.0,25.0,31.0,34.0,36.0,,,,,,44.0,43.0,52.0,40.0,46,40.0,47.0,53.0,52.0,,,,46.0,,,,,,,,,,,,,,,
914,Tennessee,Hamilton,44.0,42.0,40.0,45.0,43.0,44.0,45.0,41.0,43.0,43.0,48.0,47.0,49.0,47.0,52.0,61.0,54.0,54.0,51.0,51,54.0,53.0,56.0,63.0,58.0,45.0,42.0,40.0,39.0,41.0,37.0,42.0,49.0,42.0,43.0,46.0,47.0,40.0,40.0,43.0,41.0,40.0,43.0
915,Tennessee,Haywood,,,,,,,,,,,,,,,43.0,39.0,39.0,,,44,38.0,46.0,51.0,64.0,51.0,49.0,51.0,50.0,45.0,44.0,,,,,,,,,,,,,
916,Tennessee,Humphreys,,,,,,,,,,,,,,,,,,,,38,,,,,,42.0,44.0,,,,,,,,,,,,,,,,
917,Tennessee,Jefferson,43.0,41.0,37.0,44.0,42.0,43.0,47.0,44.0,44.0,43.0,46.0,46.0,46.0,40.0,48.0,61.0,48.0,51.0,46.0,44,48.0,48.0,47.0,67.0,80.0,61.0,74.0,84.0,50.0,77.0,45.0,,,,,,,,,,,,
918,Tennessee,Knox,42.0,44.0,38.0,42.0,43.0,40.0,46.0,43.0,45.0,44.0,45.0,34.0,44.0,38.0,48.0,61.0,58.0,59.0,59.0,57,60.0,64.0,66.0,66.0,45.0,39.0,39.0,37.0,39.0,43.0,38.0,43.0,42.0,39.0,43.0,54.0,51.0,47.0,46.0,44.0,51.0,73.0,54.0
919,Tennessee,Lawrence,19.0,26.0,20.0,27.0,27.0,25.0,26.0,30.0,32.0,33.0,36.0,45.0,46.0,42.0,47.0,54.0,45.0,45.0,43.0,47,44.0,47.0,54.0,64.0,48.0,46.0,,,,,,,,,,,,,,,,,
920,Tennessee,Loudon,38.0,38.0,34.0,37.0,34.0,37.0,45.0,40.0,40.0,41.0,44.0,45.0,45.0,40.0,49.0,61.0,51.0,58.0,50.0,55,,,,,,31.0,44.0,21.0,,,,24.0,24.0,,,,,,,,,,
921,Tennessee,Madison,30.0,28.0,25.0,27.0,26.0,27.0,28.0,32.0,34.0,33.0,,14.0,15.0,11.0,14.0,45.0,43.0,34.0,17.0,24,42.0,51.0,53.0,51.0,23.0,19.0,19.0,34.0,42.0,36.0,27.0,25.0,26.0,27.0,28.0,31.0,32.0,,,,,,
922,Tennessee,Maury,23.0,26.0,22.0,23.0,27.0,30.0,27.0,29.0,33.0,31.0,,,,,,48.0,50.0,51.0,45.0,46,42.0,52.0,56.0,54.0,20.0,21.0,21.0,26.0,40.0,43.0,37.0,37.0,42.0,28.0,34.0,40.0,44.0,,,22.0,34.0,31.0,29.0
923,Tennessee,McMinn,30.0,28.0,28.0,30.0,29.0,33.0,32.0,32.0,39.0,35.0,14.0,17.0,18.0,14.0,20.0,26.0,26.0,25.0,25.0,24,25.0,26.0,29.0,29.0,26.0,26.0,25.0,23.0,25.0,25.0,23.0,24.0,23.0,24.0,25.0,26.0,23.0,20.0,,,,,
924,Tennessee,Meigs,,,,,,,,,,39.0,45.0,46.0,46.0,41.0,48.0,58.0,44.0,44.0,46.0,44,46.0,50.0,58.0,,,,,,,,,,,,,,,,,,,,
925,Tennessee,Montgomery,25.0,25.0,26.0,26.0,30.0,30.0,31.0,33.0,35.0,35.0,40.0,46.0,48.0,39.0,50.0,49.0,47.0,47.0,45.0,43,43.0,40.0,51.0,54.0,21.0,19.0,20.0,20.0,19.0,,,,,13.0,,,,,,,7.0,,
926,Tennessee,Obion,,,,,,,,,,,,,,,,,,,29.0,43,,51.0,,,,,,,,,,,,,,,,,,,,,
927,Tennessee,Putnam,25.0,27.0,23.0,25.0,27.0,31.0,29.0,28.0,34.0,33.0,,,,,30.0,48.0,49.0,52.0,49.0,49,50.0,50.0,62.0,71.0,67.0,61.0,31.0,34.0,,,,,,,,,,,,,,,
928,Tennessee,Roane,30.0,28.0,26.0,28.0,27.0,30.0,31.0,39.0,43.0,53.0,53.0,55.0,51.0,19.0,25.0,53.0,52.0,54.0,51.0,51,51.0,54.0,51.0,50.0,29.0,24.0,23.0,27.0,23.0,29.0,26.0,,,,,,,,42.0,39.0,36.0,35.0,
929,Tennessee,Rutherford,,,,,,,,,,,43.0,44.0,45.0,39.0,45.0,51.0,47.0,47.0,42.0,46,46.0,46.0,48.0,54.0,51.0,50.0,49.0,42.0,45.0,44.0,39.0,44.0,51.0,43.0,58.0,,,,,,,,
930,Tennessee,Sevier,44.0,42.0,40.0,44.0,43.0,44.0,44.0,43.0,44.0,44.0,46.0,50.0,50.0,47.0,49.0,58.0,50.0,47.0,48.0,49,51.0,61.0,67.0,64.0,77.0,54.0,61.0,74.0,50.0,50.0,42.0,48.0,48.0,50.0,67.0,,,,,,,,
931,Tennessee,Shelby,43.0,42.0,44.0,44.0,40.0,42.0,42.0,42.0,44.0,44.0,48.0,48.0,53.0,49.0,55.0,58.0,60.0,61.0,57.0,61,54.0,60.0,63.0,63.0,53.0,48.0,45.0,48.0,47.0,48.0,49.0,46.0,50.0,47.0,58.0,58.0,53.0,49.0,55.0,50.0,51.0,54.0,57.0
932,Tennessee,Sullivan,41.0,36.0,34.0,41.0,39.0,42.0,41.0,38.0,37.0,39.0,38.0,39.0,40.0,34.0,39.0,46.0,45.0,45.0,43.0,44,45.0,48.0,48.0,50.0,44.0,44.0,42.0,44.0,41.0,42.0,40.0,42.0,45.0,44.0,36.0,44.0,44.0,44.0,44.0,46.0,48.0,45.0,48.0
933,Tennessee,Sumner,39.0,38.0,37.0,40.0,38.0,41.0,42.0,40.0,42.0,43.0,48.0,47.0,49.0,42.0,48.0,58.0,51.0,54.0,48.0,50,48.0,50.0,58.0,58.0,43.0,51.0,51.0,64.0,54.0,51.0,45.0,51.0,64.0,54.0,87.0,51.0,48.0,44.0,25.0,22.0,19.0,19.0,10.0
934,Tennessee,Union,,,,,,,11.0,19.0,19.0,18.0,21.0,22.0,23.0,20.0,24.0,30.0,31.0,29.0,31.0,31,27.0,29.0,26.0,33.0,39.0,38.0,31.0,31.0,30.0,26.0,30.0,32.0,31.0,27.0,23.0,,,,,,,,
935,Tennessee,Williamson,44.0,39.0,37.0,42.0,39.0,40.0,40.0,36.0,38.0,37.0,44.0,47.0,45.0,39.0,45.0,50.0,46.0,47.0,42.0,48,47.0,48.0,54.0,64.0,61.0,58.0,51.0,51.0,42.0,46.0,42.0,40.0,49.0,46.0,64.0,,,,,,,,
936,Tennessee,Wilson,41.0,37.0,33.0,40.0,38.0,39.0,41.0,38.0,39.0,39.0,44.0,47.0,46.0,40.0,46.0,61.0,47.0,46.0,42.0,46,46.0,46.0,51.0,54.0,47.0,47.0,58.0,50.0,45.0,45.0,42.0,48.0,49.0,44.0,44.0,,,,,,,,
937,Texas,Bexar,50.0,48.0,49.0,49.0,43.0,43.0,43.0,46.0,48.0,47.0,47.0,47.0,44.0,48.0,49.0,48.0,48.0,49.0,41.0,45,47.0,46.0,46.0,45.0,44.0,38.0,35.0,40.0,35.0,31.0,33.0,34.0,37.0,38.0,38.0,40.0,44.0,40.0,44.0,46.0,38.0,38.0,44.0
938,Texas,Bowie,42.0,40.0,36.0,39.0,35.0,37.0,36.0,38.0,39.0,38.0,45.0,42.0,48.0,38.0,41.0,48.0,49.0,47.0,47.0,52,50.0,55.0,55.0,54.0,,,,,,,,,,,,,,,,,,,
939,Texas,Brazoria,35.0,34.0,33.0,33.0,31.0,37.0,36.0,33.0,32.0,34.0,34.0,36.0,36.0,35.0,35.0,34.0,37.0,38.0,34.0,37,37.0,36.0,30.0,31.0,31.0,32.0,30.0,33.0,35.0,36.0,32.0,37.0,30.0,,31.0,,32.0,28.0,33.0,33.0,31.0,38.0,35.0
940,Texas,Brewster,44.0,41.0,40.0,40.0,39.0,41.0,39.0,41.0,40.0,43.0,44.0,45.0,44.0,42.0,43.0,42.0,43.0,41.0,42.0,40,40.0,35.0,39.0,42.0,42.0,39.0,37.0,38.0,43.0,39.0,39.0,33.0,22.0,24.0,25.0,,,,,,,,
941,Texas,Caldwell,,,,,,,,,,,,,,,,,,,,39,37.0,32.0,38.0,43.0,,,,,,,,,,,,,,,,,,,
942,Texas,Cameron,47.0,43.0,43.0,44.0,41.0,38.0,40.0,42.0,43.0,42.0,43.0,43.0,42.0,44.0,45.0,43.0,43.0,45.0,35.0,39,40.0,36.0,31.0,26.0,29.0,31.0,23.0,30.0,25.0,14.0,26.0,24.0,22.0,26.0,,,,,,,,,28.0
943,Texas,Collin,42.0,37.0,37.0,40.0,37.0,39.0,37.0,36.0,37.0,40.0,42.0,41.0,38.0,38.0,41.0,38.0,42.0,42.0,38.0,42,41.0,44.0,44.0,41.0,44.0,41.0,41.0,42.0,42.0,37.0,44.0,,,,,,49.0,,,,,,
944,Texas,Culberson,,43.0,45.0,34.0,23.0,17.0,15.0,15.0,20.0,21.0,20.0,21.0,14.0,16.0,18.0,17.0,16.0,16.0,15.0,18,18.0,20.0,20.0,22.0,20.0,20.0,22.0,20.0,20.0,17.0,44.0,37.0,40.0,41.0,42.0,58.0,,,,,,,
