County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
    Total,,,,,,,,,,,,,,,,
        Estimate,51.50%,10.70%,25.00%,52.80%,28.90%,13.40%,12.20%,62.80%,66.70%,66.70%,74.20%,16.90%,32.70%,47.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,12.50%,0.00%,0.00%,1.00%,0.00%,6.60%,7.30%,0.00%,0.60%,15.20%,11.90%,66.80%,36.90%,43.40%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.20%,0.00%,7.80%,15.30%,48.60%,70.90%,27.30%,30.50%,31.30%,13.60%,11.20%,13.70%,11.70%,7.20%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,6.00%,53.70%,66.50%,2.80%,1.20%,2.20%,8.20%,6.70%,1.00%,1.30%,1.60%,0.60%,13.10%,2.40%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,7.80%,35.60%,0.70%,28.10%,21.30%,6.90%,45.10%,0.00%,0.50%,3.20%,1.10%,2.10%,5.60%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Sussex County, New Jersey","73,343",674,"5,495","7,922","2,303","8,536","3,791","2,074","6,642","7,963","16,268","6,629","2,033","3,013",,2.90%
    Total,,,,,,,,,,,,,,,,
        Estimate,40.10%,56.80%,18.40%,48.20%,19.20%,15.90%,20.20%,38.70%,61.10%,48.20%,66.70%,15.10%,7.10%,31.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,15.90%,26.60%,0.00%,2.80%,0.00%,5.90%,3.50%,0.00%,0.00%,14.00%,19.70%,62.00%,41.10%,46.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,25.50%,0.00%,12.20%,11.80%,57.20%,64.50%,19.00%,34.40%,38.90%,26.60%,12.60%,18.90%,14.90%,18.10%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,9.20%,16.60%,67.70%,3.50%,6.90%,7.00%,7.60%,18.70%,0.00%,4.60%,0.00%,0.70%,36.90%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,9.20%,0.00%,1.70%,33.60%,16.60%,6.60%,49.60%,8.20%,0.00%,6.60%,1.00%,3.30%,0.00%,3.80%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Union County, New Jersey","255,497",177,"17,557","24,870","10,869","25,990","18,211","7,394","21,793","29,021","53,596","19,342","13,531","13,146",,10.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,35.60%,68.40%,14.00%,28.10%,11.40%,11.90%,9.50%,61.30%,60.40%,49.50%,61.30%,19.60%,20.90%,28.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.90%,0.00%,0.40%,1.50%,2.30%,7.40%,1.60%,0.90%,1.20%,18.00%,22.40%,58.60%,41.40%,43.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,24.40%,0.00%,4.70%,17.60%,44.90%,61.90%,28.50%,25.90%,37.90%,17.80%,13.70%,17.60%,15.20%,21.40%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,8.70%,0.00%,74.60%,6.50%,9.10%,3.40%,8.10%,8.80%,0.20%,2.00%,0.80%,1.40%,12.40%,4.40%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,14.40%,31.60%,6.30%,46.30%,32.30%,15.30%,52.30%,3.20%,0.30%,12.70%,1.90%,2.80%,10.10%,2.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Warren County, New Jersey","52,725",455,"4,238","7,013",913,"6,165","3,362",971,"3,578","5,144","11,081","4,030","2,320","3,455",,7.40%
    Total,,,,,,,,,,,,,,,,
        Estimate,35.60%,34.50%,12.70%,40.90%,13.30%,5.70%,21.10%,55.10%,36.40%,60.40%,64.60%,20.00%,12.90%,23.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.10%,20.40%,0.00%,1.70%,0.00%,4.10%,0.00%,0.00%,0.00%,15.10%,19.80%,69.20%,36.60%,56.00%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,25.10%,9.20%,2.20%,17.10%,66.40%,78.20%,20.00%,19.50%,60.50%,14.20%,12.70%,7.70%,21.30%,15.10%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,11.70%,35.80%,85.10%,4.40%,5.10%,4.70%,9.60%,22.80%,1.00%,3.90%,1.70%,1.30%,27.70%,2.10%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,10.50%,0.00%,0.00%,35.90%,15.20%,7.20%,49.30%,2.70%,2.20%,6.30%,1.20%,1.90%,1.50%,2.90%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Bernalillo County, New Mexico","313,133","2,402","22,197","14,327","7,556","38,113","11,667","6,814","14,235","42,501","79,301","34,732","12,892","26,396",,7.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,40.80%,49.90%,20.80%,38.70%,25.10%,12.80%,12.40%,35.70%,38.90%,64.30%,66.40%,15.50%,25.40%,43.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.70%,5.00%,2.20%,2.80%,7.50%,1.70%,0.50%,8.00%,0.30%,14.30%,20.10%,64.70%,39.80%,22.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,24.50%,22.90%,4.50%,12.50%,43.10%,66.10%,27.10%,43.50%,56.80%,17.40%,11.40%,16.20%,10.20%,28.20%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,8.30%,9.60%,69.50%,9.20%,3.90%,5.60%,5.90%,11.90%,3.20%,1.70%,1.10%,1.30%,16.30%,2.30%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,7.70%,12.70%,3.00%,36.80%,20.40%,13.90%,54.20%,0.80%,0.90%,2.40%,1.00%,2.30%,8.40%,3.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Chaves County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,1.60%
    Total,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Do?a Ana County, New Mexico","84,796","2,413","6,236","4,489","1,057","8,706","4,520","2,151","3,379","8,062","24,745","7,929","3,968","7,141",,4.90%
    Total,,,,,,,,,,,,,,,,
        Estimate,32.50%,29.80%,17.20%,21.10%,24.10%,5.80%,11.10%,15.70%,29.40%,45.40%,59.80%,16.00%,6.00%,31.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,21.90%,4.00%,1.00%,0.00%,0.00%,0.70%,0.00%,0.00%,9.90%,23.00%,24.70%,70.60%,50.90%,34.30%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.70%,0.00%,12.10%,7.90%,12.20%,74.90%,16.40%,58.70%,56.90%,23.50%,12.60%,7.10%,4.20%,26.00%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,13.20%,64.20%,68.00%,8.10%,10.90%,6.20%,20.10%,19.40%,3.70%,4.80%,2.00%,6.40%,27.90%,5.60%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,9.70%,2.00%,1.70%,62.90%,52.80%,12.40%,52.40%,6.30%,0.00%,3.30%,1.00%,0.00%,11.00%,2.40%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"McKinley County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.60%
    Total,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Sandoval County, New Mexico","57,074",727,"4,096","5,010","1,376","7,496","2,312",747,"3,265","5,656","12,803","6,102","2,035","5,449",,4.30%
    Total,,,,,,,,,,,,,,,,
        Estimate,39.20%,55.30%,15.30%,60.50%,40.90%,9.10%,5.50%,26.40%,42.70%,48.80%,69.10%,14.30%,14.50%,47.20%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.60%,16.10%,3.30%,1.10%,0.00%,1.80%,21.10%,0.00%,3.80%,20.70%,16.70%,60.10%,36.90%,33.40%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,24.80%,1.50%,12.40%,11.40%,25.70%,68.50%,18.60%,42.30%,51.60%,22.10%,13.20%,17.30%,9.00%,18.00%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.40%,23.90%,67.70%,9.60%,17.90%,9.80%,9.30%,21.00%,1.90%,3.90%,0.40%,3.00%,27.90%,0.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,7.10%,3.20%,1.30%,17.40%,15.60%,10.80%,45.40%,10.30%,0.00%,4.60%,0.60%,5.30%,11.60%,0.60%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"San Juan County, New Mexico","50,157","5,872","3,263","2,398",713,"5,613","4,805",535,"1,461","2,729","11,718","5,236","2,222","3,592",,6.60%
    Total,,,,,,,,,,,,,,,,
        Estimate,28.40%,18.10%,17.30%,34.40%,18.70%,13.40%,10.80%,83.90%,22.00%,41.20%,54.50%,8.00%,2.80%,45.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.90%,3.00%,3.50%,4.00%,0.00%,4.20%,6.60%,0.00%,0.00%,10.50%,28.40%,77.40%,32.10%,18.70%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,23.80%,9.40%,5.70%,7.70%,54.60%,71.50%,25.40%,0.00%,78.00%,23.30%,14.60%,12.00%,20.90%,23.10%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,16.50%,57.50%,70.40%,6.20%,11.50%,2.30%,19.80%,12.30%,0.00%,3.40%,1.30%,1.00%,33.00%,5.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,11.30%,12.00%,3.10%,47.70%,15.30%,8.70%,37.30%,3.70%,0.00%,21.60%,1.20%,1.50%,11.20%,6.80%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Santa Fe County, New Mexico","66,852","1,106","4,745","1,317","1,410","8,038","1,967",985,"3,446","9,610","12,996","9,707","3,562","7,963",,6.40%
    Total,,,,,,,,,,,,,,,,
        Estimate,42.40%,17.60%,23.10%,24.20%,37.40%,12.40%,7.00%,47.20%,30.10%,60.30%,67.10%,32.70%,33.80%,58.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.10%,43.60%,0.00%,11.50%,0.00%,2.30%,0.00%,12.40%,3.30%,22.40%,13.10%,51.30%,35.80%,11.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,26.40%,0.90%,6.40%,15.50%,58.50%,72.90%,14.50%,26.70%,66.20%,10.70%,18.80%,14.40%,12.40%,28.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,7.60%,21.80%,65.10%,9.70%,0.00%,4.40%,13.80%,8.20%,0.40%,4.00%,1.00%,0.00%,9.00%,0.40%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,5.60%,16.10%,5.30%,39.10%,4.00%,8.00%,64.70%,5.50%,0.00%,2.60%,0.00%,1.70%,9.00%,0.50%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Valencia County, New Mexico",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,2.90%
    Total,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Albany County, New York","152,948",490,"5,607","7,129","3,344","16,951","6,140","3,992","11,472","15,235","44,276","13,363","6,583","18,366",,6.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,43.70%,21.40%,20.50%,39.10%,15.10%,8.80%,13.60%,47.70%,48.60%,59.00%,65.20%,17.60%,22.90%,58.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.60%,0.00%,1.20%,6.30%,1.50%,4.20%,3.60%,0.00%,2.60%,14.50%,20.40%,67.30%,38.70%,12.70%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,27.40%,25.10%,9.70%,22.90%,70.40%,73.50%,38.00%,49.50%,43.60%,20.90%,11.10%,9.40%,20.00%,26.30%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,5.00%,49.80%,68.60%,3.80%,5.50%,2.40%,5.10%,2.70%,3.80%,2.20%,1.00%,0.40%,11.70%,0.90%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,6.30%,3.70%,0.00%,27.80%,7.50%,11.10%,39.70%,0.00%,1.50%,3.40%,2.30%,5.30%,6.70%,1.20%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Bronx County, New York","524,948",707,"28,747","18,634","10,342","62,689","37,729","10,524","37,711","44,030","166,086","55,189","34,473","18,087",,9.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,23.80%,19.10%,6.20%,13.30%,13.50%,6.60%,5.20%,27.20%,29.00%,28.20%,41.80%,12.30%,13.00%,34.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,32.70%,0.00%,2.80%,4.70%,1.70%,7.40%,9.80%,0.00%,29.50%,37.90%,44.10%,66.60%,46.80%,42.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,24.00%,0.00%,2.60%,13.10%,37.30%,75.40%,21.70%,56.40%,34.30%,22.90%,12.00%,13.40%,9.10%,22.20%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,7.70%,62.50%,86.50%,7.10%,4.50%,2.30%,5.10%,11.50%,5.70%,2.50%,0.70%,0.70%,11.10%,0.20%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,11.80%,18.40%,1.90%,61.80%,42.90%,8.30%,58.30%,4.80%,1.50%,8.50%,1.30%,7.00%,20.10%,0.60%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Broome County, New York","88,506",631,"4,322","10,395","2,230","12,543","2,801",915,"4,686","8,171","24,238","8,625","4,773","4,176",,6.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,34.70%,30.90%,11.60%,33.60%,13.50%,8.90%,14.20%,61.00%,30.70%,57.30%,62.10%,17.00%,10.50%,24.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.80%,2.50%,0.00%,3.60%,0.00%,4.70%,4.20%,6.90%,1.30%,12.80%,19.10%,65.30%,48.50%,42.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,27.40%,0.00%,6.20%,12.20%,59.10%,75.00%,25.00%,10.30%,62.50%,25.00%,15.20%,13.40%,16.40%,13.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,6.80%,52.50%,72.90%,0.90%,6.80%,2.60%,5.70%,13.10%,3.60%,0.00%,1.40%,0.00%,13.50%,13.70%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,12.30%,14.10%,9.30%,49.70%,20.70%,8.80%,50.80%,8.70%,1.90%,5.00%,2.10%,4.30%,11.10%,5.50%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Cattaraugus County, New York","34,550","1,259","2,399","4,320",757,"4,956","1,534",414,"1,290","2,202","9,236","2,730","1,270","2,183",,6.70%
    Total,,,,,,,,,,,,,,,,
        Estimate,28.90%,45.40%,5.80%,17.50%,2.40%,3.40%,17.10%,10.40%,36.70%,33.50%,59.10%,18.70%,25.30%,24.00%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.60%,0.00%,0.00%,2.50%,0.00%,5.00%,9.30%,0.00%,7.10%,14.30%,23.00%,60.80%,26.10%,47.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,26.60%,8.40%,6.50%,18.70%,35.00%,77.70%,14.90%,44.90%,56.30%,30.70%,11.70%,17.00%,20.50%,17.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,12.10%,45.00%,80.70%,7.00%,23.10%,3.20%,8.10%,44.70%,0.00%,7.00%,0.70%,1.60%,20.30%,10.30%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,14.80%,1.10%,7.00%,54.40%,39.50%,10.60%,50.50%,0.00%,0.00%,14.50%,5.60%,1.80%,7.90%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Cayuga County, New York","36,971","1,473","1,977","5,162",806,"5,018","1,833",442,"1,419","2,325","8,198","3,902","1,659","2,757",,6.30%
    Total,,,,,,,,,,,,,,,,
        Estimate,33.00%,57.20%,5.10%,30.80%,1.70%,13.00%,9.10%,81.40%,26.40%,27.90%,65.30%,23.80%,16.40%,32.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.00%,0.00%,0.40%,3.50%,6.10%,0.60%,3.50%,0.00%,3.60%,21.80%,16.00%,56.50%,33.40%,47.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,23.60%,2.60%,3.90%,8.30%,61.30%,60.60%,28.00%,18.60%,55.80%,31.90%,15.90%,17.70%,7.20%,14.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,12.30%,39.20%,85.80%,6.60%,7.10%,13.00%,9.10%,0.00%,14.20%,8.90%,1.10%,0.00%,32.50%,1.10%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,14.00%,1.00%,4.80%,50.70%,23.80%,12.80%,50.30%,0.00%,0.00%,9.40%,1.60%,1.90%,10.50%,3.80%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Chautauqua County, New York","57,902","1,640","2,424","8,489","1,455","6,511","2,266",855,"1,980","3,496","17,684","4,911","3,563","2,628",,3.80%
    Total,,,,,,,,,,,,,,,,
        Estimate,30.60%,60.20%,8.40%,15.40%,11.80%,14.70%,6.30%,40.10%,17.70%,37.60%,57.60%,7.20%,23.30%,21.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.80%,0.00%,0.50%,0.80%,1.10%,2.00%,3.10%,0.00%,2.30%,17.00%,23.30%,72.10%,44.90%,47.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,25.80%,1.70%,7.40%,10.40%,62.30%,71.50%,34.10%,29.90%,76.90%,33.60%,16.20%,14.70%,15.30%,15.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,8.70%,36.00%,77.80%,6.20%,10.00%,1.30%,10.50%,17.80%,3.10%,5.60%,1.20%,0.00%,15.20%,14.70%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,15.20%,2.10%,5.90%,67.10%,14.70%,10.60%,46.00%,12.20%,0.00%,6.30%,1.80%,5.90%,1.40%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Chemung County, New York","40,394","1,096","2,159","5,441",409,"5,100","1,634",703,"2,347","2,499","12,723","2,180","1,511","2,592",,9.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,30.50%,63.00%,21.30%,20.50%,0.00%,2.60%,10.60%,59.50%,14.70%,36.30%,52.20%,9.50%,29.70%,30.20%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.50%,0.00%,0.00%,4.40%,5.10%,10.00%,0.00%,8.30%,3.90%,15.80%,22.20%,76.80%,23.50%,49.80%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,28.40%,9.30%,5.70%,10.00%,46.50%,70.60%,26.20%,17.90%,74.50%,44.30%,19.40%,11.20%,29.10%,13.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,7.80%,27.60%,70.30%,5.80%,21.80%,2.50%,6.50%,14.40%,2.40%,0.00%,1.50%,0.00%,15.10%,4.10%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,14.80%,0.00%,2.80%,59.30%,26.70%,14.20%,56.70%,0.00%,4.50%,3.60%,4.70%,2.50%,2.60%,2.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Clinton County, New York","34,901",840,"2,695","4,492",553,"4,598","1,811",524,"1,448","1,790","9,864","2,112","1,334","2,840",,3.30%
    Total,,,,,,,,,,,,,,,,
        Estimate,33.50%,76.20%,14.60%,13.20%,4.20%,5.30%,19.20%,52.10%,22.70%,67.80%,60.10%,23.20%,27.40%,29.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.30%,17.60%,1.90%,1.10%,0.00%,1.60%,12.40%,0.00%,3.70%,25.60%,23.10%,58.20%,27.40%,51.00%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,26.50%,0.00%,0.00%,20.70%,51.90%,79.20%,33.50%,33.20%,68.20%,3.10%,14.30%,18.70%,26.50%,14.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.90%,6.20%,82.20%,12.30%,14.30%,5.20%,0.80%,14.70%,2.20%,3.40%,1.70%,0.00%,16.90%,2.90%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,10.90%,0.00%,1.30%,52.60%,29.70%,8.80%,34.20%,0.00%,3.20%,0.00%,0.80%,0.00%,1.90%,2.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Dutchess County, New York","141,561","1,009","11,245","11,419","2,787","15,522","5,712","3,704","9,043","13,663","43,157","11,512","5,860","6,928",,5.30%
    Total,,,,,,,,,,,,,,,,
        Estimate,39.30%,35.00%,11.80%,45.50%,19.80%,10.00%,23.10%,48.90%,44.40%,61.70%,59.60%,18.60%,16.50%,31.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,20.60%,7.90%,1.90%,4.40%,2.20%,7.10%,2.00%,11.60%,5.50%,18.40%,23.60%,66.60%,45.10%,45.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.70%,9.70%,5.10%,9.10%,49.70%,68.40%,23.40%,28.70%,48.70%,14.10%,12.70%,9.50%,13.90%,12.40%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.30%,47.40%,73.90%,6.40%,8.70%,7.40%,8.10%,8.70%,0.60%,2.70%,1.70%,1.30%,17.60%,8.50%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,8.10%,0.00%,7.30%,34.50%,19.60%,7.10%,43.50%,2.10%,0.90%,3.10%,2.30%,4.00%,6.90%,2.40%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Erie County, New York","427,523","1,290","17,979","45,232","12,971","51,420","19,075","7,287","33,273","41,147","121,163","36,530","20,037","20,119",,6.60%
    Total,,,,,,,,,,,,,,,,
        Estimate,37.00%,44.90%,23.20%,30.00%,16.80%,9.80%,11.90%,42.90%,44.50%,49.20%,61.80%,16.40%,26.60%,30.20%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.70%,7.30%,1.50%,2.00%,2.00%,4.80%,1.70%,2.70%,3.70%,13.00%,21.10%,69.30%,29.00%,39.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,27.90%,0.00%,4.10%,18.60%,57.80%,71.90%,27.50%,40.40%,47.50%,32.00%,13.10%,10.30%,20.10%,25.10%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,6.10%,47.80%,66.40%,3.40%,3.30%,4.00%,8.70%,11.70%,3.00%,1.80%,1.40%,0.70%,13.50%,2.20%,,(X)
