County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Douglas County, Kansas","59,164",585,"2,946","4,159","1,020","7,352","1,827","1,209","3,035","5,650","20,921","5,963","2,692","1,805",,3.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,44.60%,55.90%,8.90%,26.80%,30.10%,11.60%,17.00%,64.80%,47.40%,55.60%,74.30%,18.00%,19.80%,38.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.40%,0.00%,2.60%,0.00%,0.00%,4.70%,0.00%,0.00%,2.20%,22.10%,13.20%,71.90%,49.30%,41.00%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,23.30%,0.00%,1.90%,20.70%,69.90%,70.30%,44.90%,20.80%,40.30%,21.00%,11.30%,10.00%,9.30%,15.70%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,7.10%,28.70%,86.70%,2.20%,0.00%,2.50%,9.50%,0.00%,10.10%,0.00%,0.40%,0.00%,19.50%,4.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,6.70%,15.40%,0.00%,50.40%,0.00%,10.90%,28.60%,14.40%,0.00%,1.30%,0.80%,0.00%,2.20%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Johnson County, Kansas","290,308","1,749","13,489","23,445","11,660","33,595","10,715","12,121","29,022","44,028","65,263","23,949","13,455","7,817",,3.80%
    Total,,,,,,,,,,,,,,,,
        Estimate,47.20%,61.20%,35.10%,44.30%,22.00%,14.70%,23.90%,66.40%,54.60%,69.10%,69.90%,17.80%,27.50%,39.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,13.80%,0.00%,0.00%,1.10%,1.10%,2.00%,0.70%,3.80%,0.90%,9.40%,16.60%,67.90%,34.20%,31.80%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,27.20%,8.30%,8.50%,23.00%,55.20%,72.30%,36.50%,25.50%,41.50%,18.20%,12.40%,11.20%,18.30%,17.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,5.10%,30.50%,52.60%,4.10%,6.30%,2.50%,6.00%,4.30%,0.90%,1.40%,0.50%,0.30%,11.40%,8.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,6.60%,0.00%,3.70%,27.50%,15.50%,8.60%,32.90%,0.00%,2.10%,2.00%,0.70%,2.90%,8.70%,3.70%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Leavenworth County, Kansas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.60%
    Total,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Riley County, Kansas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Sedgwick County, Kansas","233,995","2,077","15,153","44,527","7,432","25,753","9,645","4,078","11,894","18,691","53,526","21,813","9,909","9,497",,4.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,32.60%,40.00%,18.00%,29.40%,11.40%,9.50%,17.80%,38.30%,37.00%,48.80%,58.50%,12.60%,19.30%,38.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.90%,0.00%,0.00%,1.10%,1.70%,3.90%,3.20%,4.30%,2.40%,11.50%,26.70%,73.10%,43.90%,28.40%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,26.60%,14.20%,8.90%,12.00%,58.00%,73.20%,40.40%,52.00%,56.60%,33.10%,11.90%,12.90%,16.80%,23.80%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,9.90%,42.50%,69.30%,12.70%,8.40%,5.10%,5.30%,5.00%,3.10%,4.30%,1.10%,0.00%,9.80%,6.70%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,13.10%,3.30%,3.80%,44.70%,20.50%,8.40%,33.40%,0.40%,0.90%,2.30%,1.80%,1.40%,10.10%,2.30%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Shawnee County, Kansas","83,890",616,"3,967","5,455","1,871","12,886","3,917","1,550","5,682","7,919","19,613","7,324","4,498","8,592",,3.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,34.40%,57.30%,10.10%,22.70%,7.10%,5.80%,19.70%,29.20%,47.80%,46.60%,54.70%,20.10%,46.50%,47.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.90%,0.00%,1.30%,0.00%,0.00%,2.50%,4.20%,5.60%,7.60%,15.50%,27.40%,72.50%,19.30%,23.50%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,27.50%,0.00%,10.00%,9.00%,48.00%,70.90%,27.20%,41.70%,43.10%,25.90%,14.70%,7.40%,12.00%,22.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,7.70%,42.70%,74.20%,9.80%,5.90%,5.40%,12.60%,12.30%,1.50%,2.20%,1.00%,0.00%,7.50%,4.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,11.50%,0.00%,4.40%,58.60%,39.00%,15.40%,36.20%,11.20%,0.00%,9.80%,2.20%,0.00%,14.70%,1.70%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Wyandotte County, Kansas","66,582",274,"6,874","9,295","1,746","6,869","4,179",905,"3,638","6,569","13,345","6,951","2,038","3,899",,5.70%
    Total,,,,,,,,,,,,,,,,
        Estimate,22.90%,0.00%,8.70%,7.20%,6.30%,12.40%,5.70%,41.70%,29.70%,33.10%,50.00%,10.40%,11.80%,37.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,21.30%,0.00%,1.60%,2.20%,5.70%,9.70%,1.10%,23.60%,1.60%,34.50%,30.20%,65.70%,36.50%,29.70%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,24.50%,0.00%,1.60%,20.20%,63.90%,57.60%,23.40%,14.90%,66.40%,25.20%,11.60%,18.70%,10.00%,25.70%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,11.90%,100.00%,81.90%,6.10%,0.00%,3.50%,5.10%,6.20%,2.20%,0.50%,1.10%,0.00%,30.40%,0.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,19.60%,0.00%,6.20%,64.30%,24.10%,16.80%,64.70%,13.60%,0.00%,6.70%,7.20%,5.20%,11.40%,6.10%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Boone County, Kentucky","59,373",396,"2,977","7,868","2,100","7,242","5,871","1,436","3,999","5,286","12,362","5,223","2,067","2,546",,3.70%
    Total,,,,,,,,,,,,,,,,
        Estimate,38.90%,0.00%,29.70%,39.20%,29.80%,23.70%,17.90%,44.30%,47.80%,49.00%,67.30%,12.30%,27.50%,42.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.20%,37.40%,0.00%,0.00%,0.00%,2.50%,2.10%,0.00%,0.00%,19.80%,18.10%,65.50%,27.90%,27.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,27.40%,17.90%,13.40%,20.30%,50.70%,54.70%,29.20%,32.40%,51.20%,21.00%,13.90%,18.80%,22.00%,26.40%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,5.90%,44.70%,48.00%,4.60%,2.80%,3.60%,9.50%,3.30%,0.00%,0.70%,0.00%,1.40%,17.70%,4.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,13.70%,0.00%,8.90%,35.90%,16.70%,15.50%,41.30%,20.00%,1.00%,9.50%,0.70%,2.00%,4.90%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Bullitt County, Kentucky","35,090",177,"2,913","5,650","1,493","4,326","3,898",423,"2,155","2,784","6,367","2,097","1,265","1,542",,6.90%
    Total,,,,,,,,,,,,,,,,
        Estimate,20.70%,61.00%,13.10%,13.90%,7.30%,4.20%,9.40%,39.70%,25.10%,30.70%,43.00%,8.00%,15.10%,43.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,12.60%,0.00%,0.00%,2.50%,0.00%,3.00%,0.00%,0.00%,0.00%,19.30%,25.70%,57.90%,30.50%,24.70%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,31.50%,0.00%,5.70%,14.20%,66.90%,72.30%,23.80%,45.40%,58.50%,24.20%,27.00%,30.00%,15.60%,23.80%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,11.40%,20.30%,74.70%,6.00%,5.00%,1.70%,17.80%,0.00%,0.00%,0.00%,1.50%,2.60%,26.60%,7.60%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,23.80%,18.60%,6.50%,63.50%,20.80%,18.70%,49.00%,14.90%,16.40%,25.80%,2.80%,1.50%,12.30%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Campbell County, Kentucky","43,946",435,"2,756","4,792",680,"5,271","2,718",882,"3,498","4,060","11,417","3,500","1,737","2,200",,6.40%
    Total,,,,,,,,,,,,,,,,
        Estimate,35.00%,0.00%,7.90%,32.20%,1.20%,9.70%,11.70%,62.20%,45.50%,47.60%,58.50%,11.80%,26.10%,53.40%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.20%,0.00%,1.60%,2.10%,0.00%,5.10%,2.40%,0.00%,2.10%,13.40%,23.80%,69.50%,31.70%,15.40%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,28.00%,0.00%,6.70%,19.50%,62.80%,68.40%,30.00%,31.10%,49.30%,33.50%,14.00%,15.90%,17.20%,24.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,8.10%,100.00%,71.60%,2.10%,7.80%,1.80%,14.00%,6.70%,3.10%,1.30%,0.60%,0.00%,14.50%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,12.60%,0.00%,12.20%,44.20%,28.20%,15.00%,41.90%,0.00%,0.00%,4.30%,3.00%,2.90%,10.60%,6.70%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Christian County, Kentucky",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.30%
    Total,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Daviess County, Kentucky","41,730",923,"3,597","7,780",472,"5,794","1,967",428,"2,248","3,084","9,388","2,873","2,105","1,071",,5.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,28.10%,42.50%,17.60%,10.80%,25.00%,5.90%,25.60%,50.20%,24.50%,35.60%,59.00%,20.70%,31.90%,23.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.10%,0.00%,0.00%,3.70%,0.00%,10.30%,7.50%,0.00%,0.00%,30.20%,18.90%,65.10%,34.30%,36.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,23.50%,4.20%,5.60%,5.30%,75.00%,61.40%,18.30%,49.80%,74.10%,22.60%,14.50%,9.60%,13.00%,36.20%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,12.00%,37.90%,73.90%,10.90%,0.00%,7.60%,9.70%,0.00%,0.00%,1.60%,2.40%,0.00%,11.90%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,20.30%,15.40%,2.90%,69.20%,0.00%,14.80%,39.00%,0.00%,1.50%,10.10%,5.20%,4.60%,8.90%,4.50%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Fayette County, Kentucky","150,665","4,387","6,827","12,688","3,408","16,689","4,290","3,513","6,932","15,125","45,586","17,282","8,627","5,311",,3.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,41.10%,20.70%,15.60%,36.80%,13.40%,13.80%,11.70%,41.20%,37.90%,68.20%,68.30%,13.10%,19.60%,47.40%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.60%,2.10%,2.00%,0.70%,6.20%,6.20%,0.00%,0.00%,1.30%,12.90%,17.80%,68.80%,51.80%,28.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.30%,5.90%,6.30%,12.90%,62.70%,61.80%,38.30%,36.60%,57.80%,12.50%,11.80%,13.40%,17.20%,16.70%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,7.50%,66.70%,74.10%,5.60%,6.00%,3.50%,7.10%,12.50%,0.90%,0.50%,0.60%,0.80%,5.10%,1.30%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,9.40%,4.60%,1.90%,44.00%,11.70%,14.60%,42.90%,9.60%,2.10%,5.90%,1.50%,3.90%,6.20%,6.50%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Hardin County, Kentucky",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Jefferson County, Kentucky","341,851",21,"14,235","35,256","10,614","35,956","25,353","11,131","27,397","34,655","84,923","34,351","18,040","9,919",,5.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,36.70%,52.40%,17.40%,22.90%,11.40%,10.10%,14.60%,51.30%,48.40%,51.60%,66.00%,16.00%,24.20%,34.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.10%,0.00%,0.00%,1.20%,0.00%,2.60%,1.00%,2.10%,5.50%,16.50%,20.00%,66.50%,37.10%,29.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,25.50%,0.00%,9.40%,16.90%,51.60%,72.40%,24.40%,36.20%,43.50%,19.20%,11.80%,13.10%,13.50%,25.40%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,6.40%,47.60%,70.40%,6.00%,4.60%,4.10%,6.30%,6.00%,1.20%,2.60%,0.70%,0.60%,15.20%,7.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,14.30%,0.00%,2.80%,52.90%,32.30%,10.70%,53.80%,4.40%,1.40%,10.10%,1.40%,3.70%,9.90%,3.60%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Kenton County, Kentucky","76,320",140,"4,457","9,677","2,943","8,213","5,282","1,943","7,588","7,488","14,248","7,080","3,382","3,879",,3.60%
    Total,,,,,,,,,,,,,,,,
        Estimate,32.90%,0.00%,28.40%,25.70%,8.40%,12.40%,11.80%,29.30%,38.50%,47.30%,64.40%,13.00%,16.00%,45.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.70%,0.00%,3.30%,1.20%,2.40%,4.20%,0.00%,2.10%,0.00%,17.00%,18.50%,74.70%,22.30%,14.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,30.90%,0.00%,9.80%,19.00%,28.40%,74.50%,31.50%,59.50%,56.90%,28.90%,14.10%,9.20%,27.50%,37.30%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,6.60%,32.10%,57.40%,4.20%,5.60%,4.80%,6.30%,7.50%,0.00%,1.30%,0.80%,0.00%,22.40%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,14.90%,67.90%,1.10%,49.80%,55.10%,4.20%,50.50%,1.60%,4.70%,5.50%,2.10%,3.10%,11.80%,2.30%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"McCracken County, Kentucky",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Madison County, Kentucky","39,601",180,"2,453","4,490","1,543","5,266",887,"1,075","2,042","2,049","11,042","6,028","1,402","1,144",,5.30%
    Total,,,,,,,,,,,,,,,,
        Estimate,33.60%,100.00%,22.10%,22.70%,32.70%,10.40%,3.90%,47.30%,56.40%,43.20%,61.40%,10.30%,15.70%,27.40%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,23.00%,0.00%,0.00%,4.80%,0.00%,9.10%,0.00%,0.00%,3.40%,16.90%,18.30%,76.60%,69.80%,35.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.50%,0.00%,0.00%,9.10%,18.00%,67.80%,32.90%,37.50%,29.60%,18.00%,16.50%,13.10%,0.00%,30.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,7.70%,0.00%,77.90%,10.40%,0.00%,2.40%,18.50%,8.00%,0.00%,0.00%,0.80%,0.00%,9.60%,6.60%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,13.20%,0.00%,0.00%,53.10%,49.30%,10.30%,44.60%,7.30%,10.60%,21.90%,3.00%,0.00%,4.90%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Pike County, Kentucky",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Warren County, Kentucky","52,042",413,"2,937","6,517","1,272","8,303","2,289",987,"1,907","3,703","14,817","5,108","2,216","1,573",,8.60%
    Total,,,,,,,,,,,,,,,,
        Estimate,33.60%,72.60%,15.80%,29.90%,8.80%,10.50%,13.10%,40.90%,28.80%,34.40%,58.50%,21.30%,28.80%,56.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.90%,0.00%,6.00%,1.60%,0.00%,6.50%,0.00%,0.00%,4.50%,15.50%,24.40%,60.60%,38.80%,17.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,27.00%,14.80%,1.70%,11.60%,85.50%,65.10%,25.20%,20.30%,63.00%,45.60%,13.00%,9.40%,10.00%,25.20%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,8.20%,0.00%,76.40%,7.40%,0.00%,3.00%,11.70%,29.60%,0.00%,0.00%,2.70%,0.00%,15.10%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,13.20%,12.60%,0.00%,49.40%,5.70%,14.90%,50.00%,9.20%,3.60%,4.60%,1.40%,8.70%,7.40%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Ascension Parish, Louisiana","48,974",298,"5,396","7,450","1,591","6,605","2,500","1,091","3,247","3,657","9,798","2,432","2,348","2,561",,5.40%
    Total,,,,,,,,,,,,,,,,
        Estimate,37.40%,74.20%,27.40%,36.10%,12.90%,22.30%,34.20%,54.50%,38.80%,33.20%,70.20%,3.80%,22.30%,33.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,11.10%,0.00%,0.00%,3.40%,0.00%,2.30%,0.00%,0.00%,1.90%,13.80%,10.70%,71.60%,32.40%,35.50%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,27.20%,0.00%,6.40%,6.60%,72.90%,56.10%,24.20%,39.60%,56.60%,43.40%,16.30%,24.60%,18.40%,20.30%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,12.60%,25.80%,63.70%,11.20%,7.20%,3.90%,16.30%,5.90%,0.00%,4.40%,0.00%,0.00%,23.90%,11.10%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,11.70%,0.00%,2.50%,42.80%,6.90%,15.50%,25.30%,0.00%,2.70%,5.30%,2.80%,0.00%,3.10%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Bossier Parish, Louisiana","55,284","2,229","3,878","4,059","1,132","7,400","3,222","1,194","3,954","4,062","11,662","4,896","3,619","3,977",,5.90%
    Total,,,,,,,,,,,,,,,,
        Estimate,29.40%,18.40%,3.90%,16.80%,50.10%,9.50%,10.20%,33.20%,40.60%,33.90%,60.20%,7.90%,22.70%,44.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.90%,0.00%,0.00%,1.40%,0.00%,1.90%,3.20%,0.00%,2.20%,20.80%,23.90%,70.40%,35.30%,29.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,25.30%,20.70%,7.00%,6.40%,28.70%,74.10%,20.90%,42.20%,55.80%,16.70%,15.20%,8.30%,6.60%,17.80%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,12.40%,54.10%,83.30%,11.20%,5.40%,9.30%,17.80%,0.00%,1.40%,5.20%,0.00%,1.60%,6.80%,1.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,15.00%,6.80%,5.90%,64.30%,15.80%,5.20%,47.90%,24.60%,0.00%,23.30%,0.70%,11.70%,28.70%,5.90%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Caddo Parish, Louisiana","111,374","3,057","6,465","7,582","3,666","12,573","5,512","2,136","5,853","8,194","30,878","14,777","5,641","5,040",,8.20%
    Total,,,,,,,,,,,,,,,,
